事業所番号,事業所名称,事業所電話番号,事業所FAX番号,事業所郵便番号,事業所所在地,法人名称,主たる対象者：重症心身障がい児,指定日,主たる事業所名,共生型指定,Unnamed: 11,Unnamed: 12,Unnamed: 13
2753020110,放課後児童デイサービス　Ｃｈａｏ－Ｃｌｕｂ,06-6795-9342,06-6795-9343,533-0033,大阪府大阪市東淀川区東中島四丁目２番２４号１階　 ,株式会社　心,,2014/08/01,,,,,
2753020391,療育支援スペース　ＳＴＡＲＴ,06-6770-9094,06-6770-9095,533-0033,大阪府大阪市東淀川区東中島五丁目２番２６号　第３国本エレガンス新大阪１階号室,株式会社予防リハビリテーション研究所,〇,2019/10/01,,,,,
2753020607,ＫＩＤ　ＡＣＡＤＥＭＹ　ＰＥＲＳＯＮＡＬ　新大阪校,06-6300-7036,06-7709-9868,533-0033,大阪府大阪市東淀川区東中島一丁目１７番２６号　スキルインフォメーションズビル２Ｆ,株式会社Ｋｉｄｓ　Ｄｅｖｅｌｏｐｅｒ,,2022/09/01,,,,,
2751520103,ちゃいるどＰＯＰ,06-7713-0819,06-7635-8752,537-0001,大阪府大阪市東成区深江北二丁目１番４号　キューブ深江橋ビル２Ｆ,株式会社ＰＯＰ,〇,2014/10/01,,,,,
2751520319,ぱすてるＰＯＰ,06-6105-6305,06-7635-8752,537-0001,大阪府大阪市東成区深江北二丁目４番４号　中井ビル１階,株式会社ＰＯＰ,〇,2019/12/01,,,,,
2751520434,こどもデイサービスさくら深江橋,06-4259-3939,06-4259-3938,537-0001,大阪府大阪市東成区深江北二丁目１５番４号　モンテローラ安原１０１,株式会社さくら,〇,2022/01/01,,,,,
2751520566,おおきな木深江橋,06-6224-4300,06-6224-4309,537-0001,大阪府大阪市東成区深江北二丁目１番４号　キューブ深江橋ビル３階,エヌディエムキッチン合同会社,,2023/09/01,,,,,
2751520657,個別療育支援　ぽるっくす,06-6224-7490,06-6224-7491,537-0001,大阪府大阪市東成区深江北一丁目３番１２－２１１号　 ,合同会社れお・ぽっくる,,2024/04/01,,,,,
2751520210,チャレンジｍｉｎｉ,06-6657-5656,06-6657-5656,537-0012,大阪府大阪市東成区大今里二丁目３３番２７号　 ,一般社団法人　Ｃｈａｌｌｅｎｇｅｒ,,2017/05/01,,,,,
2751520699,チャレンジ　ｂｅｓｔ,06-6720-8868,06-6720-8868,537-0012,大阪府大阪市東成区大今里四丁目１５番１４号　 ,一般社団法人　Ｃｈａｌｌｅｎｇｅｒ,,2024/11/01,,,,,
2752220422,ユリーカ,06-6743-6478,06-6473-6479,537-0012,大阪府大阪市東成区大今里一丁目１番４号　 ,合同会社燦,,2020/09/01,,,,,
2751520400,放課後等デイサービス　ウィルポート,06-6975-0002,06-6975-0002,537-0012,大阪府大阪市東成区大今里一丁目３１番１７号　 ,株式会社ウィルポート,,2021/08/01,,,,,
2751520061,個別療育支援フォーマルハウト,06-4308-5918,06-4308-5919,537-0012,大阪府大阪市東成区大今里二丁目６番１８号　昇徳ビル２Ｆ,ＮＰＯ法人　オープンスペース,,2014/07/01,,,,,
2751520467,きりんのあくび　ｋｉｄｓ　いまざと,06-6736-5378,06-6736-5378,537-0013,大阪府大阪市東成区大今里南三丁目１３番１３号　 ,ＭＯＴＩＯＮ　ＰＬＵＳ株式会社,,2022/04/01,,,,,
2751520038,児童デイサザンクロス,06-6977-8117,06-6753-8661,537-0013,大阪府大阪市東成区大今里南一丁目５番９号　今里大同生命ビル６階,ＮＰＯ法人　オープンスペース,,2012/04/01,,,,,
2751520020,デイサービス　のびのび,06-6976-3640,06-6976-3640,537-0013,大阪府大阪市東成区大今里南一丁目１番２３号　フォーラムプレイス今里駅前３０２,ＮＰＯ法人　子育てサポートセンター・のびのび幼児クラブ,,2012/04/01,,,,,
2751520574,アール・プラネート今里,06-6736-5401,06-4307-5800,537-0013,大阪府大阪市東成区大今里南一丁目１番２３号　ＦＯＲＵＭ　ＰＬＡＣＥ今里駅前７０６,ＮＰＯ法人アール・プラネート,,2023/09/01,,,,,
2751520228,こどもたちの窓Ｓｏｌａｎａ（ソラナ：ひだまり）,06-6971-3767,06-6971-3820,537-0014,大阪府大阪市東成区大今里西一丁目２４番１９号　 ,一般社団法人おもいやり,,2017/06/01,,,,,
2751520244,うぇるふぇあアカデミー今里,06-6975-9630,06-6975-9631,537-0014,大阪府大阪市東成区大今里西一丁目１７番１５号　グランデージ今里１階店舗００２号室,株式会社エースタイル,,2018/05/01,,,,,
2751520293,児童発達支援・放課後等デイサービス　ぐっど　大今里,06-4307-5111,06-4307-5110,537-0014,大阪府大阪市東成区大今里西三丁目２番１号　 ,株式会社ＧＯＯＤ,,2019/01/01,,,,,
2751520335,Ｃｕｄｄｌｅ　ｕｐ,06-6975-9525,06-6975-9525,537-0014,大阪府大阪市東成区大今里西一丁目１番１０号　 ,合同会社ムート,,2020/05/01,,,,,
2751520475,児童発達支援　スマイル　今里店,06-6753-7806,06-6753-7807,537-0014,大阪府大阪市東成区大今里西一丁目１８番５号　スマイルハイツ大今里西１階,株式会社Ｓｍｉｌｅ　Ｇｒｏｕｐ,,2022/07/01,,,,,
2751520087,なちゅらる,06-6981-3434,06-6981-3435,537-0014,大阪府大阪市東成区大今里西三丁目３番２０号　 ,一般社団法人　梛,,2014/07/01,,,,,
2751520178,放課後等デイサービスうんどう広場　緑橋,06-6981-3322,06-6981-3322,537-0021,大阪府大阪市東成区東中本一丁目１６番１１号　ドミール鷲山１階,一般社団法人ＬＰＣ,,2016/12/01,,,,,
2751520624,児童発達支援・放課後等デイサービス　遊びと学びの森,06-6734-6902,06-6734-6902,537-0021,大阪府大阪市東成区東中本三丁目４番９号　ホロン緑橋１０１号,株式会社ＧＯＯＤ,,2023/11/01,,,,,
2751520582,ＷＯＮＤＥＲ　ＦＵＬＬ,06-4307-3877,06-4307-3788,537-0021,大阪府大阪市東成区東中本三丁目２番４号　ブランシエール緑橋２　２０１号室,株式会社はなまるグループ,,2023/10/01,,,,,
2751520327,療育ルーム　まるる,06-6975-7720,06-6975-7725,537-0021,大阪府大阪市東成区東中本一丁目１４番６－１０２号　 ,合同会社Ｃａｎ　ｂｅ　Ｈａｐｐｙ,,2020/11/01,,,,,
2751520525,ジョイランドＨＯＰ,06-6743-6861,06-6743-6862,537-0021,大阪府大阪市東成区東中本三丁目２番４号　ブランシエール緑橋２　２０２号室,株式会社ジョイランドグループ,,2023/04/01,,,,,
2751520616,ＫＯＲＩＮキッズ　サポートクラブ,06-6753-8793,06-6753-8794,537-0021,大阪府大阪市東成区東中本二丁目７番３ー２０３号　 ,株式会社ＫＯＲＩＮ’Ｓプレイス,,2023/10/01,,,,,
2751520665,ＢＥＡＲ　ＫＩＤＳ　東成１号店,06-4259-4877,06-4259-4878,537-0021,大阪府大阪市東成区東中本二丁目１７番１７号　 ,株式会社ＮＵＤ,,2024/07/01,,,,,
2751520673,ＢＥＡＲ　ＫＩＤＳ　東成２号店,06-6975-5511,06-7362-3013,537-0021,大阪府大阪市東成区東中本三丁目２１番１号　ハイム旭１０２,株式会社ＮＵＤ,,2024/07/01,,,,,
2751520533,ぐんぐんＰＯＥ,06-4259-3110,06-4259-3111,537-0022,大阪府大阪市東成区中本三丁目１５番１８番　２階,一般社団法人ＰＯＥ,,2023/08/01,,,,,
2751520640,児童発達支援・放課後等デイサービス　どんぐり,06-6732-4410,06-6732-4420,537-0022,大阪府大阪市東成区中本一丁目３番１７号　１－Ｂ,一般社団法人どんぐりの会,,2024/02/01,,,,,
2751520632,Ｌｉｌ’Ｆｕｌ,06-6224-7466,06-6224-7566,537-0022,大阪府大阪市東成区中本五丁目１５番１０号　ユニバーサル中本ビルディング２階,株式会社リベラーラ,,2023/11/01,,,,,
2751520483,こども発達支援ルームＰＬＡＮＥＴ,06-4306-4388,06-4306-4389,537-0022,大阪府大阪市東成区中本一丁目４番２０号　ＳｕｎＨｉｌｌｓ森ノ宮２階店舗,合同会社くうねるあそぶワークス,,2022/09/01,,,,,
2751520681,こども発達支援ルームＰＬＡＮＥＴ　ｈａｎａｒｅ,06-4308-4827,06-4308-4828,537-0022,大阪府大阪市東成区中本一丁目５番９号　ＪＰオフィス大阪ＥＡＳＴ１０１・２０１,合同会社くうねるあそぶワークス,〇,2024/09/01,,,,,
2751520558,クムキッズガーデン,06-4306-3920,06-4306-3921,537-0022,大阪府大阪市東成区中本五丁目１４番１４号　 ,株式会社プレジアス,,2023/08/01,,,,,
2751520285,児童発達支援・放課後等デイサービス　ソアレ,06-6975-8655,06-6975-8656,537-0023,大阪府大阪市東成区玉津二丁目１番２７号　彩貴ビル３階,一般社団法人ＨＥＳＴＩＡ,,2019/01/01,,,,,
2751520491,ＩＬＩＳ　ＣＬＵＢ　玉造,06-4309-5263,06-4309-5264,537-0023,大阪府大阪市東成区玉津二丁目１１番２７号　Ｇｉｏｉａ　Ｓｏｌｅ１階,株式会社アイリス,,2022/11/01,,,,,
2751520160,からだ遊びルーム　ｐａｓ　ａ　ｐａｓ,06-6978-6300,06-6978-6301,537-0023,大阪府大阪市東成区玉津二丁目１番２７号　彩貴ビル２階,株式会社　ｃｏｃｏｒｏ．ｗｅｓｔ,,2016/11/01,,,,,
2751520186,愛児園,06-6748-0415,06-6743-7502,537-0023,大阪府大阪市東成区玉津二丁目１０番２２号　ロイヤルハイツ宏和Ⅱ,合同会社太陽,,2017/02/01,,,,,
2751520418,ジョイランド本店,06-6978-1240,06-6978-1241,537-0023,大阪府大阪市東成区玉津一丁目４番１号　ドマーニコルレレ１Ｆ,株式会社ジョイランドグループ,,2021/10/01,,,,,
2751520459,どうさけん,06-6977-8125,06-6977-8126,537-0023,大阪府大阪市東成区玉津二丁目４番１２－１号　 ,合同会社動作学習研究所,,2022/03/01,,,,,
2751520111,アール・プラネート,06-7171-7622,06-7171-6443,537-0023,大阪府大阪市東成区玉津三丁目２番３号　 ,ＮＰＯ法人アール・プラネート,,2015/08/01,,,,,
2751520095,放課後等デイサービスアストロキッズ永井,06-6975-0028,06-6975-0028,537-0024,大阪府大阪市東成区東小橋二丁目７番２０号　 ,株式会社近藤製作所,,2014/08/01,,,,,
2751520137,つどい,06-6976-9283,06-4861-3400,537-0024,大阪府大阪市東成区東小橋一丁目１６番１４号　 ,合同会社フォレストリバー,,2016/03/01,,,,,
2751520301,ことばラボ,06-6748-0415,06-6743-7502,537-0024,大阪府大阪市東成区東小橋一丁目７番２２号　 ,合同会社太陽,,2019/09/01,,,,,
2751520368,おおきな木,06-6224-4448,06-6224-4447,537-0024,大阪府大阪市東成区東小橋一丁目２番４号　メゾンドール玉造１Ｆ,株式会社あるほっぷ,,2021/02/01,,,,,
2751520517,児童発達支援・放課後等デイサービス　スマイル　玉造店,06-6753-8571,06-6753-8572,537-0024,大阪府大阪市東成区東小橋一丁目４番９号　タカヨダンスビル１階,株式会社Ｓｍｉｌｅ　Ｇｒｏｕｐ,,2023/01/01,,,,,
2751520541,放課後デイサービスくるみ,06-6748-0920,06-6748-0914,537-0024,大阪府大阪市東成区東小橋一丁目１９番１１号　イグレック玉造２階,株式会社ｗｉｔｈ,,2023/08/01,,,,,
2751520715,デフノバハウス,06-7172-6791,06-7172-6791,537-0025,大阪府大阪市東成区中道四丁目１４番５号　１階,一般社団法人デフノバ,,2024/12/01,,,,,
2752220067,いわき生野学園　キャプテンフック,06-6751-6788,06-6751-6788,544-0002,大阪府大阪市生野区小路３丁目１８番７号　 ,社会福祉法人　いわき学園,,2012/05/01,,,,,
2752220117,ティピ,06-6752-5222,06-6752-5233,544-0003,大阪府大阪市生野区小路東２－５－７　パル・レバンテ２階・３階,株式会社サンフェイス,,2013/07/01,,,,,
2752220273,ラララ・ランド,06-4306-6007,06-4306-6008,544-0003,大阪府大阪市生野区小路東一丁目２１番１３号　カーサノベンタ２階Ａ号室,株式会社エスディービーシー,,2016/04/01,,,,,
2752220380,児童発達支援・放課後等デイサービス　ぐっど　生野小路,070-1740-0101,072-957-7221,544-0003,大阪府大阪市生野区小路東二丁目１６番１５号　 ,株式会社ＧＯＯＤ,,2020/05/01,,,,,
2752220505,ひだまりの家　布施,06-7161-2539,06-7181-4143,544-0003,大阪府大阪市生野区小路東一丁目１８番１１号　１階,株式会社陽だまりの樹ソレイル,,2023/01/01,,,,,
2752220075,みらくるゆーすと,06-6753-8096,06-6753-8097,544-0004,大阪府大阪市生野区巽北一丁目４番３号　,特定非営利活動法人　出発のなかまの会,,2012/09/01,子どもゆうゆう広場　みらくるちっぷ,,,,
2752220182,児童スポーツデイ　ココペリ,06-4309-8117,06-4309-8167,544-0004,大阪府大阪市生野区巽北三丁目１４番３号　コスモビル２０１号室,株式会社ココペリ,,2015/01/01,,,,,
2752220471,グッドスマイル,06-6743-7027,06-6743-7082,544-0004,大阪府大阪市生野区巽北一丁目２５番２４号　２階,合同会社エッジ,,2022/10/01,,,,,
2752220497,放課後等デイサービスラピ,080-6152-6204,06-6753-7303,544-0004,大阪府大阪市生野区巽北一丁目２０番２６号　たつしろビル２階,株式会社Ｎｏｔｉｃｅ,,2022/11/01,,,,,
2752220620,ＢＥＡＲ　ＫＩＤＳ　生野店,06-6224-7561,06-6224-7562,544-0004,大阪府大阪市生野区巽北二丁目１４番１８号　ゴッドフィールドⅢ１階,株式会社ｃｈｅｌｌｅｒ,,2024/12/01,,,,,
2752220240,ナチュラルこどもハウス,06-7163-8843,06-4965-5339,544-0011,大阪府大阪市生野区田島四丁目２番８号　 ,一般社団法人ナチュラルアプローチ,,2015/10/01,,,,,
2752220075,子どもゆうゆう広場　みらくるちっぷ,06-4307-3743,06-4307-3577,544-0011,大阪府大阪市生野区田島一丁目１３番３号　 ,特定非営利活動法人　出発のなかまの会,,2012/09/01,,,,,
2752220539,おおきな木大池橋,06-6743-7335,06-6743-7336,544-0011,大阪府大阪市生野区田島一丁目２番２１号　 ,株式会社いろは,,2023/11/01,,,,,
2752220349,児童発達支援・放課後等デイサービス　リレーション,06-4306-5233,06-4306-5323,544-0012,大阪府大阪市生野区巽西三丁目１９番２２号　 ,一般社団法人ＫＩＺＵＮＡｎｏ輪,,2018/11/01,,,,,
2752220133,アイリス児童デイサービス,06-6751-4757,06-6751-4757,544-0013,大阪府大阪市生野区巽中二丁目１３番１５号　タツミビル３階,一般社団法人アイリス会,,2014/03/01,,,,,
2752220091,しろくま児童デイサービス,06-6752-5811,06-6754-1315,544-0013,大阪府大阪市生野区巽中二丁目１３番１５号　タツミビル３Ｆ,株式会社ニューシロクマ,,2013/03/01,,,,,
2752220398,癒しの森Ｋｉｄｓ　いくの,06-4309-8100,06-4309-8110,544-0013,大阪府大阪市生野区巽中二丁目１５番２２号１階　 ,株式会社アミスタ,,2020/07/01,,,,,
2752220232,スリーピース,06-4309-7481,06-4309-7482,544-0014,大阪府大阪市生野区巽東三丁目９番２４号　シーマックイースト１０１,株式会社ワークロード,,2015/07/01,,,,,
2752220257,ハッピーライフいくの,06-4306-6020,06-4306-6030,544-0014,大阪府大阪市生野区巽東二丁目８番３２号　荻田第４ビル３Ｆ,ハッピーライフ株式会社,,2016/02/01,,,,,
2752220547,ＫＯＫＯ,06-4309-5126,06-4309-5127,544-0014,大阪府大阪市生野区巽東二丁目１８番９号　巽コーポ１１１号室,株式会社Ｖクリエーション,,2023/12/01,,,,,
2752220547,ＫＯＫＯ,06-4309-5126,06-4309-5127,544-0014,大阪府大阪市生野区巽東二丁目１８番３号　巽マンション１０１,株式会社Ｖクリエーション,,2023/12/01,ＫＯＫＯ,,,,
2752220315,デイサービスまりも,06-4303-5946,06-4303-5947,544-0015,大阪府大阪市生野区巽南五丁目１５番２２号　 ,一般社団法人まりも,,2017/06/01,,,,,
2752220356,児童発達支援・放課後等デイサービス　ガーデン,06-6773-9599,06-6777-2470,544-0023,大阪府大阪市生野区林寺五丁目６番２０号　 ,株式会社４ＲＥＳＴ,,2018/11/01,,,,,
2752220174,きずなの森,06-4306-5222,06-6718-6561,544-0031,大阪府大阪市生野区鶴橋四丁目１１番１５号　 ,リヴインホープ株式会社,,2014/12/01,,,,,
2752220596,児童発達支援・放課後等デイサービス　きずなの虹,03-6555-3177,03-6555-3177,544-0031,大阪府大阪市生野区鶴橋四丁目１１番１５号　２階,株式会社アルコ,,2024/09/01,,,,,
2752220612,こどもデイサービスさくら中川,080-4490-5693, ,544-0032,大阪府大阪市生野区中川西二丁目４番１２号　 ,株式会社さくら,〇,2024/12/01,,,,,
2752220489,アミーゴ,06-7509-3503,06-7508-3529,544-0032,大阪府大阪市生野区中川西二丁目２１番１７号　 ,株式会社メグライフ,,2022/10/01,,,,,
2752220513,りんごの木,090-3789-5190,06-7894-1101,544-0033,大阪府大阪市生野区勝山北二丁目８番１８号　３０１号室,医療法人ＫＭ,,2023/05/01,,,,,
2752220323,ぴかり,06-6776-2448,06-6776-2449,544-0033,大阪府大阪市生野区勝山北五丁目４番１４号　 ,一般社団法人コーナーストーン,,2017/12/01,,,,,
2752220414,こどもデイサービスさくら,06-6715-3939,06-6715-3938,544-0033,大阪府大阪市生野区勝山北五丁目６番１４号　グランドライン勝山１階,株式会社さくら,〇,2020/08/01,,,,,
2752220554,エミュール,06-6718-4345,06-6718-4346,544-0033,大阪府大阪市生野区勝山北三丁目１２番１１号　２階　 ,株式会社グッドフレンズ,,2024/06/01,,,,,
2752220166,運動・音楽特化型児童デイ　ぽぷらの樹　生野,06-4305-4613,06-4305-4613,544-0034,大阪府大阪市生野区桃谷五丁目１１番１５号　１Ｆ,有限会社ＳＫ,,2014/05/01,,,,,
2752220455,Ｕ－ＫＩＤ’Ｓ　ＭＯＭＯＤＡＮＩ,06-4303-4333,06-4303-4393,544-0034,大阪府大阪市生野区桃谷一丁目１３番１号　 ,ＢＯＳＳ株式会社,,2021/10/01,,,,,
2753120100,ハッピーライフあさひ,06-6954-6688,06-6954-6698,535-0001,大阪府大阪市旭区太子橋三丁目２番８号　 ,ハッピーライフ株式会社,,2014/10/01,,,,,
2753120142,児童発達支援ルームわかな,06-6753-9630,06-6753-9620,535-0002,大阪府大阪市旭区大宮二丁目２７番２４号　小川ハイツ１０２号室,株式会社　若奈,,2016/08/01,,,,,
2753120365,グッドフレンズ,06-6210-7098,06-6210-7098,535-0002,大阪府大阪市旭区大宮五丁目４番２７号　パレ城北１０２,株式会社グッドフレンズ,,2021/04/01,,,,,
2753120431,ふわふわきっず,06-6958-0800,06-6958-0801,535-0002,大阪府大阪市旭区大宮一丁目１４番２４号　 ,株式会社Ｍａｎｍａ,,2022/09/01,,,,,
2753120522,きらめキッズあさひ,06-6753-9023,06-6753-9092,535-0002,大阪府大阪市旭区大宮四丁目６番１１号　 ,株式会社セレスト,,2024/08/01,,,,,
2753120340,あんじゅすまいる,06-6955-3232,06-7639-6152,535-0003,大阪府大阪市旭区中宮一丁目１番２号　城北筋ロードサイドテナント１階,株式会社ミチタリテ,〇,2020/12/01,,,,,
2753120381,ワンスター,06-4307-3861,06-4307-3862,535-0003,大阪府大阪市旭区中宮一丁目１２番２１号　 ,株式会社ワンスターグループ,,2022/03/01,,,,,
2753120407,スマイルＯＮＥ,06-6956-3725,06-6956-3725,535-0003,大阪府大阪市旭区中宮五丁目２番２６号　中宮ビル１階,合同会社オールウィン,,2022/04/01,,,,,
2753120464,スマイルＴＨＲＥＥ,080-4689-9339,06-3956-3725,535-0003,大阪府大阪市旭区中宮五丁目２番２６号　中宮ビル３階,合同会社悠,,2022/12/01,,,,,
2753120472,スマイルＦＯＵＲ,080-4689-9339,06-6956-3725,535-0003,大阪府大阪市旭区中宮五丁目２番２６号　中宮ビル４階,合同会社ＳＯＵ,,2023/07/01,,,,,
2753120050,て・さらん,06-6923-8401,06-6923-8402,535-0004,大阪府大阪市旭区生江一丁目９番９号　 ,有限会社　あい寿,,2012/08/01,,,,,
2755220338,放課後等デイサービスももパーク,06-6180-8811,06-6753-9999,535-0004,大阪府大阪市旭区生江二丁目３番２９号　アビリティダイワ１０３,合同会社ＭＡＮＡ,,2018/09/01,,,,,
2753120357,放課後等デイサービス　ぷくぷく,06-6167-5507,06-6167-5508,535-0005,大阪府大阪市旭区赤川四丁目１番１６号　 ,社会福祉法人　リベルタ,,2021/04/01,,,,,
2753120183,ユニケアこどもデイサービス旭,06-6922-7602,06-6922-7603,535-0005,大阪府大阪市旭区赤川二丁目５番１３号　サムティ城北公園通１階Ａ号室,株式会社ユニケア,〇,2016/11/01,,,,,
2753120258,アーチ学習支援教室,06-6786-4593,06-6786-4594,535-0005,大阪府大阪市旭区赤川三丁目９番１６号　 ,株式会社ＨＯＰＥ,,2019/05/01,,,,,
2753120191,きらきら今市,06-6955-5538,06-7635-7060,535-0011,大阪府大阪市旭区今市二丁目４番１９号　プレアール千林１Ａ,一般社団法人わかば会,,2017/02/01,,,,,
2753120498,ワンデイキッズ,06-7777-2822,06-7639-4596,535-0011,大阪府大阪市旭区今市一丁目１番４号　グローハイツ千林１階,株式会社ミチタリテ,〇,2023/09/01,,,,,
2753120126,放課後等デイサービス・きらきら,06-6955-5538,06-7635-7060,535-0012,大阪府大阪市旭区千林二丁目１７番１２号　 ,一般社団法人わかば会,,2015/04/01,,,,,
2753120456,児童発達支援・放課後等デイサービス　ここいろ,06-6953-5516,06-6953-5517,535-0012,大阪府大阪市旭区千林一丁目１１番８号　ＢＯＯＫＳビル１階,合同会社Ｃｏｃｏｉｒｏ,,2022/11/01,,,,,
2753120209,すきっぷ,06-6978-4187,06-6786-4839,535-0013,大阪府大阪市旭区森小路二丁目７番１８号　 ,Ａｉｍ株式会社,,2017/03/01,,,,,
2753120316,じゃんぷ,06-6923-9993,06-6923-9996,535-0021,大阪府大阪市旭区清水五丁目１０番２７号　 ,Ａｉｍ株式会社,,2020/04/01,,,,,
2753120266,オールケア旭,06-6958-3939,06-6958-6666,535-0021,大阪府大阪市旭区清水四丁目３番１１号　 ,株式会社オールケア旭,〇,2019/07/01,,,,,
2753120282,オールケア児童デイあすなろ,06-6958-1414,06-6958-6666,535-0021,大阪府大阪市旭区清水四丁目３番３７号　 ,株式会社オールケア旭,〇,2019/07/01,,,,,
2753120480,多機能型児童通所支援　Ａ－Ｚ　ＫＩＤ’Ｓ,06-6180-4072,06-6180-4073,535-0021,大阪府大阪市旭区清水三丁目３３番１２号　 ,株式会社プライムケアマネジメント,,2023/08/01,,,,,
2753120514,児童発達支援・放課後等デイサービスＲふらっぷ,06-6180-9381,06-6180-9381,535-0021,大阪府大阪市旭区清水三丁目７番２８号　中井第三ビル１０１号室,株式会社ＲＩＳＥＦ,,2023/12/01,,,,,
2753120084,楽童ほうぷ,06-6953-2665,06-6953-2655,535-0021,大阪府大阪市旭区清水二丁目１６番２２号　 ,特定非営利活動法人地域生活サポートネットほうぷ,,2014/01/01,,,,,
2753120415,ことばのたまご,06-6955-1111,06-6955-7781,535-0022,大阪府大阪市旭区新森二丁目２４番６号　 ,一般社団法人インクルーシブ・サポート,,2022/06/01,,,,,
2753120308,ＹＣＣもこもこ新森教室,06-6955-5596,06-6955-5597,535-0022,大阪府大阪市旭区新森二丁目２１番６号　リッチモンド１０　１０３号室,株式会社Ｏｎｅ　Ｖｉｓｉｏｎ,,2020/04/01,,,,,
2753120225,放課後等デイサービスサパートス,06-6180-8163,06-6180-8163,535-0022,大阪府大阪市旭区新森四丁目１２番１７号　ホワイトハイツ１０３号,イル・ファーロ株式会社,,2017/05/01,,,,,
2753120373,いっぽアカデミー清水教室,06-6967-9270,06-7635-2931,535-0022,大阪府大阪市旭区新森七丁目１５番１１号　メゾン・ド・アルモニー１階,合同会社ココロワークス,,2021/07/01,,,,,
2753120035,放課後等デイサービスはなはな,06-4254-8787,06-4254-7087,535-0031,大阪府大阪市旭区高殿五丁目４番２７号　 ,社会福祉法人　地域ゆめの会,,2012/04/01,,,,,
2754420137,放課後等デイサービス　アストロ大阪,070-5438-1502,06-4392-4109,535-0031,大阪府大阪市旭区高殿七丁目１８番７号　 ,一般社団法人青少年教育育成支援協会,,2015/11/01,,,,,
2753120241,ＡＩＡＩ　ＰＬＵＳ　高殿,06-6958-3605,06-6958-3606,535-0031,大阪府大阪市旭区高殿三丁目３番１３号　 ,ＡＩＡＩ　Ｃｈｉｌｄ　Ｃａｒｅ株式会社,,2018/04/01,,,,,
2753120274,オールケア旭ノア,06-6167-7339,06-6167-7329,535-0031,大阪府大阪市旭区高殿六丁目９番２３号　 ,株式会社オールケア旭,〇,2019/07/01,,,,,
2754420244,夢たまご　城東古市,06-6930-4530,06-6930-4532,536-0001,大阪府大阪市城東区古市一丁目２２番２０号　髙井アークビル１階,株式会社夢たまご,,2017/04/01,,,,,
2754420459,夢たまご　城東古市第二教室,06-6930-1000,06-6930-4532,536-0001,大阪府大阪市城東区古市一丁目２３番２３号　 ,株式会社夢たまご,,2021/11/01,,,,,
2754420673,夢たまご　城東古市北館教室,06-6930-4551,06-6390-4532,536-0001,大阪府大阪市城東区古市一丁目２２番６号　 ,株式会社夢たまご,,2023/10/01,,,,,
2754420509,かしゅかしゅ２,06-6180-7355,06-6180-7335,536-0001,大阪府大阪市城東区古市三丁目８番７号　１０５・１０９・１１１　 ,特定非営利活動法人かしゅかしゅ,,2022/04/01,,,,,
2754420749,児童発達支援ルーム　すてあーず,06-6967-9515,06-6967-9516,536-0002,大阪府大阪市城東区今福東一丁目１番１６号　１階,合同会社ｃｏｒｅ,,2024/07/01,,,,,
2754420319,はじめのいっぽ今福教室,06-6167-6878,06-7739-5947,536-0002,大阪府大阪市城東区今福東三丁目１７番１３号　ハイマートすみれ１０１,合同会社ココロワークス,,2019/09/01,,,,,
2754420632,ルペリ,06-4255-7477,06-4255-7478,536-0003,大阪府大阪市城東区今福南一丁目８番５号　ドムス蒲生　１階,株式会社グッドフレンズ,,2023/04/01,,,,,
2754420780,放課後等デイサービス　わんだふる　じゅにあ,06-6180-5409,06-6180-5410,536-0004,大阪府大阪市城東区今福西六丁目１番２０号　 ,医療法人幸人会,,2024/12/01,,,,,
2754420210,総合支援型デイふらっと,06-6180-6261,06-6180-6262,536-0004,大阪府大阪市城東区今福西二丁目６番６号　グランピア今福１０２号室,有限会社　牧平,,2016/10/01,,,,,
2754420491,ユニシア,06-6935-2222,06-6935-2223,536-0004,大阪府大阪市城東区今福西一丁目１番１４号　 ,株式会社グッドフレンズ,,2022/04/01,,,,,
2754420202,児童発達支援・放課後等デイサービス　るみっく,06-7896-6525,06-7172-0945,536-0005,大阪府大阪市城東区中央一丁目８番３３号　 ,一般社団法人Ｓｔ．ｒｉｓｅ,,2016/10/01,,,,,
2754420335,放課後等デイサービス学習支援　るみっく蒲生教室,06-6923-8356,06-6923-8357,536-0005,大阪府大阪市城東区中央一丁目１２番１７号　第２坂本ビル２０４号,一般社団法人Ｓｔ．ｒｉｓｅ,,2020/10/01,,,,,
2759220201,放課後等デイサービス　成,06-6994-8599,06-6978-4886,536-0005,大阪府大阪市城東区中央一丁目８番２０号　シャトー中央２Ｆ,合同会社ミネルヴァ,,2015/04/01,,,,,
2759220243,放課後等デイサービス　いろは,06-6955-9490,06-6978-4886,536-0005,大阪府大阪市城東区中央一丁目８番２０号　シャトー中央２Ｆ,合同会社成幻想,,2016/05/01,,,,,
2754420707,運動療育はいたっち　蒲生四丁目教室,06-6924-9566,06-6924-9566,536-0005,大阪府大阪市城東区中央一丁目６番９号　ラ・ビスタ城東２０１,合同会社カブキスクエア,,2024/04/01,,,,,
2754420731,蒲生四丁目にこにこツリーハウス,06-6180-8120,06-6180-8121,536-0005,大阪府大阪市城東区中央一丁目８番２７号　アルマンド蒲生２階,株式会社スマイルファクトリー,,2024/07/01,,,,,
2754420228,放課後等デイサービス　サニー,06-6753-9117,06-6185-9552,536-0006,大阪府大阪市城東区野江四丁目７番１０号　 ,株式会社ＫＡＲＥＮ,,2017/03/01,,,,,
