就労継続支援（Ｂ型）,,,,,,,,,,,,,,,,,
事業所番号,事業所名称,事業所電話番号,事業所FAX番号,事業所郵便番号,事業所所在地,法人名称,主たる対象者：身体,主たる対象者：知的,主たる対象者：精神,主たる対象者：難病,利用定員,多機能の有無,指定日,主たる事業所名,,,
2713301576,カウンターファクトリー,06-4307-6215,06-6796-4788,544-0012,大阪市生野区巽西一丁目４番７号　Ｅ号,社会福祉法人　ストローム福祉会,○,○,○,○,10,,2011/04/01,山王おとなセンター,,,
2712203914,就労継続支援Ｂ型　ＩＲＩＳ,06-6955-8851,06-6955-8852,544-0012,大阪市生野区巽西一丁目２番１２号　ハイツ巽西２００号室,株式会社ＩＲＩＳ,○,○,○,○,20,,2023/03/01,,,,
2712201926,ぱれっと,06-6754-0033,06-6754-0034,544-0012,大阪市生野区巽西一丁目２番３号　 ,特定非営利活動法人　ザ・ホープフル,○,○,○,○,20,,2015/08/01,,,,
2712201603,ワークロード,06-6748-0507,06-6748-0507,544-0013,大阪市生野区巽中二丁目１７番６号　 ,株式会社ワークロード,○,○,○,○,10,○,2020/05/01,,,,
2712201991,心楽,070-6508-7408,06-6757-4707,544-0013,大阪市生野区巽中四丁目１８番１４号　 ,株式会社イーストガーデン,○,○,○,○,20,○,2021/06/01,,,,
2712203039,Ｓｅｅｄ,090-8482-8255,06-6720-8255,544-0013,大阪市生野区巽中三丁目３番１４号　荻田第７ビル１０１,株式会社ボディデザイン,○,○,○,,20,,2020/08/01,,,,
2712204144,就労継続支援Ｂ型事業所　菜の里,06-4306-4622,06-4306-4623,544-0013,大阪市生野区巽中一丁目１８番３０号　北巽駅前東栄ビル１階,株式会社Ｌｅａｄｉｎｇ　Ｌｉｖｅｓ,○,○,○,○,20,,2023/11/01,,,,
2712204136,ルピナス,06-6743-6210,06-6743-6211,544-0014,大阪市生野区巽東二丁目１９番２４号　ＹＯＳＨＩＮＡＧＡファーストビル２Ｆ,一般社団法人ふくろうの家,○,○,○,○,20,,2023/11/01,,,,
2712203567,アミューデイズ,06-7507-2772,06-7507-2773,544-0014,大阪市生野区巽東二丁目１９番２２号　ＷＯＯハウス２階,一般社団法人アミュー,○,○,○,○,20,,2022/02/01,,,,
2712204391,ワークロード巽東,06-6758-5777,06-6758-5777,544-0014,大阪市生野区巽東一丁目１番３２号　荻田ビル７０３,株式会社ワークロード,○,○,○,○,20,,2024/05/01,,,,
2712203146,徳の庵　恵,06-7890-2103,06-7890-2103,544-0014,大阪市生野区巽東三丁目９番２４号　シーマック・イースト２Ｆ,株式会社徳の庵,○,○,○,○,20,,2021/02/01,,,,
2712202510,リヤン,06-6743-7612,06-6743-7613,544-0014,大阪市生野区巽東二丁目８番３２号　荻田第４ビル５０５,合同会社悠の里,○,○,○,○,20,,2018/07/01,,,,
2712204458,就労継続支援Ｂ型　ＫＵＫＵＬＵ,06-6105-2155,06-6105-2156,544-0014,大阪市生野区巽東二丁目９番２７号　 ,合同会社Ｋｏｋｕａ,○,○,○,○,20,,2024/07/01,,,,
2712202650,リライアンスプレイス就労支援実務センター,06-6752-8811,06-6752-8812,544-0014,大阪市生野区巽東二丁目１番２号　３階,特定非営利活動法人Ｒｅｌｉａｎｃｅ　Ｐｌａｃｅ,○,○,○,○,13,○,2022/03/01,,,,
2712202684,リブピースⅠ,06-4306-1131,06-4306-1132,544-0015,大阪市生野区巽南三丁目７番３３号　トレノーヴェ南巽１階,株式会社リブピース,○,○,○,○,40,,2019/01/01,,,,
2712201835,にこにこハウス,06-6711-5277,06-4303-5927,544-0021,大阪市生野区勝山南一丁目１番５号　 ,株式会社セブンコーポレーション,○,,,,20,,2015/03/01,,,,
2712202957,就労継続支援Ｂ型サービス　エヌエス,06-6796-8416,06-6796-8417,544-0021,大阪市生野区勝山南四丁目９番１７号　 ,株式会社綜和,○,○,○,○,20,,2020/05/01,,,,
2712203906,就労継続支援Ｂ型事業所　パートナー,06-6777-8337,06-6777-8338,544-0021,大阪市生野区勝山南三丁目８番２５号　 ,株式会社ライフアンドパワー,○,○,○,○,20,,2023/02/01,,,,
2712204060,就労継続支援Ｂ型事業所　保護猫カフェ　Ｃｏｌｏｒｓ,080-3789-3409, ,544-0022,大阪市生野区舎利寺一丁目９番２５号　ヴェルドミール山忠舎利寺１０１号室,株式会社Ｃｏｌｏｒｓ,○,○,○,○,20,,2023/09/01,,,,
2712201637,ひより家,06-6717-6446,06-6717-6446,544-0022,大阪市生野区舎利寺三丁目１０番１２号　 ,ＮＰＯ法人日和,○,○,○,○,10,○,2014/04/01,,,,
2712204276,就労継続支援Ｂ型事業所フロー,06-7165-6343,06-7165-6343,544-0023,大阪市生野区林寺二丁目１１番１８号　 ,ＤｒｅａｍＦｏｒｇｅ合同会社,○,○,○,○,20,,2024/02/01,,,,
2712204581,ＢＯＮＢＯＮももだに,06-4400-9392, ,544-0023,大阪市生野区林寺二丁目１番２２号　Ｋ＆Ｋビルディング２０１,株式会社ＨＥＩＺＯ　ＫＩＴＣＨＥＮ,○,○,○,○,20,,2024/10/01,,,,
2712203427,就労継続支援Ｂ型　宇宙センター,070-6922-9911,06-6717-9193,544-0024,大阪市生野区生野西一丁目５番９号　 ,スターマインド株式会社,○,○,○,○,20,,2021/09/01,,,,
2712201975,ＨＡＲＵ　ＨＡＲＵ,06-6711-5661,06-6711-5661,544-0024,大阪市生野区生野西三丁目１２番１２号　 ,株式会社ＨＡＲＵ　ＨＡＲＵ,○,○,○,,12,○,2017/01/01,,,,
2712201884,サポートネットワーク　きりん,06-6777-6345,06-6777-6345,544-0025,大阪市生野区生野東一丁目９番４号　 ,一般社団法人夢,○,○,○,○,35,,2015/05/01,,,,
2712202874,障碍者支援事業所野のはな,06-6718-1750,06-6718-1700,544-0033,大阪市生野区勝山北五丁目１番２６号　 ,社会福祉法人野のはな,○,○,○,○,14,○,2020/04/01,,,,
2712202478,Ｃａｆｅ　Ｚｅｎ　２０５　～ｇｉｖｅ＝ｔａｋｅ～,06-4305-3261,06-4305-3261,544-0033,大阪市生野区勝山北五丁目１７番２５号　 ,一般社団法人あでらんて,○,○,○,○,20,,2018/05/01,,,,
2712203708,ぴあんぴあーの,06-6717-5507,06-6717-5507,544-0033,大阪市生野区勝山北一丁目４番２１号　フォーカスビル３Ｆ,一般社団法人こころのいしずえ,,○,○,,20,,2022/07/01,,,,
2712201546,株式会社とらの子ほーむ,06-6777-1210,06-6715-2095,544-0033,大阪市生野区勝山北四丁目１番２０号　 ,株式会社とらの子ほーむ,○,○,○,○,27,○,2013/09/01,,,,
2712203534,障がい福祉サポートネットＮｉｎｅ勝山北,080-4092-2349,06-4256-0763,544-0033,大阪市生野区勝山北五丁目６番９号　 ,株式会社Ｎｉｎｅ,○,○,○,○,20,,2022/01/01,,,,
2712204599,Ｓｕｎワーク桃谷,06-6711-7800,06-6711-7801,544-0034,大阪市生野区桃谷一丁目１３番１号　新栄プロパティー桃谷４階,株式会社正栄,○,○,○,○,20,,2024/11/01,,,,
2712204433,障がい福祉サポートネットＮｉｎｅ　桃谷,06-6718-6860,06-6718-6861,544-0034,大阪市生野区桃谷五丁目１２番１２号　 ,株式会社Ｎｉｎｅ,○,○,○,○,20,○,2024/06/01,,,,
2712204326,ちゅーりっぷ,06-4303-4283,06-4303-4283,544-0034,大阪市生野区桃谷三丁目４番１６号　 ,合同会社ＡＳＫ,○,○,○,○,20,,2024/04/01,,,,
2712204375,リモートファーム,06-6718-5006, ,544-0034,大阪市生野区桃谷五丁目５番３７号　いくのパークＢ棟４Ｆ,株式会社泉州屋,○,○,○,○,20,,2024/04/01,,,,
2712204573,もも,06-6718-5317,06-6718-5327,544-0034,大阪市生野区桃谷二丁目２３番４６号　 ,株式会社ＩＣＨＩＢＡＮ,○,○,○,○,20,,2024/10/01,,,,
2713101778,アルバ,06-6167-9330,06-6167-9330,535-0001,大阪市旭区太子橋三丁目２番８－２４　淀川パークハウスＳ棟２０４号,株式会社アルバ,○,○,○,,20,,2022/05/01,,,,
2713100580,あゆみ工房～スマイル～,06-6953-7784,,535-0001,大阪市旭区太子橋一丁目５番１６号　,特定非営利活動法人　あゆみ倶楽部,,,○,,,,2011/11/01,あゆみ工房～花小麦～,,,
2713101489,拓,06-6180-5885,06-6180-5887,535-0002,大阪市旭区大宮五丁目１番２３号　 ,株式会社ＡＴ,○,○,○,○,20,,2020/03/01,,,,
2713101786,スプリング,06-6958-4364,06-6958-4365,535-0002,大阪市旭区大宮四丁目６番１１号　 ,株式会社ＡＴ,○,○,○,○,20,,2022/06/01,,,,
2713101968,ＯＮＣＥ事業所,06-6923-9971,06-6923-9972,535-0002,大阪市旭区大宮五丁目２番３０号　アサヒビル１階,合同会社ＧＡＬＬＥＹ－ＬＡ　ＣＯＭＰＡＮＹ,○,○,○,○,20,,2023/03/01,,,,
2713102123,就労継続支援Ｂ型ｗｅｅｄ,06-6959-4272,06-6958-4274,535-0002,大阪市旭区大宮一丁目１番５号　グリーンプラザ２０２,株式会社ＳａＵ,○,○,○,○,20,,2024/03/01,,,,
2713100457,あさひパルワーク,06-6955-6101,06-6955-4119,535-0003,大阪市旭区中宮五丁目１番１８号　,社会福祉法人　パルワーク,○,○,○,○,10,,2009/04/01,,,,
2713100374,ワークセンター飛行船,06-6956-9156,06-6958-3655,535-0003,大阪市旭区中宮一丁目３番２６号　 ,社会福祉法人　地域ゆめの会,○,○,○,,18,○,2006/12/01,,,,
2713101737,桃園Ⅱ,06-6954-2505,06-6954-2505,535-0003,大阪市旭区中宮五丁目４番３０号　ライオンズマンション千林大宮１０７号室,一般社団法人共生福祉の会,○,○,○,○,10,○,2023/02/01,,,,
2713101612,就労継続支援Ｂ型　Ｈ・ＢＡＳＥ（ほっとベース）,06-6955-8205,06-6955-7767,535-0003,大阪市旭区中宮四丁目１０番１１号　メビウス城北１階,株式会社ながの,○,○,○,○,20,,2021/04/01,,,,
2713102024,障がい者ワークベースパンダぷらす,06-6180-7230,06-6180-3324,535-0003,大阪市旭区中宮二丁目２１番６号　 ,株式会社こころばライフケア,○,○,○,○,20,,2023/07/01,,,,
2713102222,合同会社ＲＩＡＮ　こもれびの里,072-833-0616,072-833-0616,535-0003,大阪市旭区中宮四丁目９番７号　ジュネス城北２０１号,合同会社ＲＩＡＮ,○,○,○,○,20,,2024/10/01,,,,
2713102206,パプリカ,06-6180-6884,06-6180-6884,535-0004,大阪市旭区生江二丁目６番９号　 ,一般社団法人大阪生活就労支援センター,○,○,○,○,20,,2024/10/01,,,,
2713101588,障がい者ワークベースパンダ,06-6180-3321,06-6180-3324,535-0005,大阪市旭区赤川四丁目１番２６号　 ,株式会社ケアオーサカ,○,○,○,○,20,,2021/03/01,,,,
2713102180,就労継続支援Ｂ型事業所　しおん大阪,06-6180-5990,06-6180-5991,535-0005,大阪市旭区赤川一丁目３番５号　レーベン旭２階,Ｂｏｎ　ｎｏｐａ合同会社,○,○,○,○,20,,2024/07/01,,,,
2713101794,就労継続支援Ｂ型事業所　Ｇｏ　Ｔｏ,06-6924-8899,06-6924-8878,535-0005,大阪市旭区赤川二丁目２番２３号　 ,株式会社ケアネクスト,○,○,○,○,20,,2022/06/01,,,,
2713101828,ハピラボ,090-5241-7325, ,535-0005,大阪市旭区赤川一丁目２番１１号　エクシオプレイス２　１０１号室,株式会社ＩＮＧコンサルティング,○,○,○,○,20,,2022/10/01,,,,
2713101356,ａｎｄ（アンド）,06-6954-2555,06-6954-2556,535-0011,大阪市旭区今市二丁目３番２１号　ヴィラ千林１階,特定非営利活動法人ぴあらいふ,○,○,○,○,20,,2018/11/01,,,,
2713102230,さんさんワークス,06-6753-9510,06-6753-9511,535-0012,大阪市旭区千林二丁目１４番２３号　ロイヤルシティー第１ビル１０７号室,一般社団法人あるとぶるぐ,○,○,○,,20,,2024/11/01,,,,
2713102099,プッシュ,06-7503-2717,06-7506-7821,535-0012,大阪市旭区千林一丁目１番２７号　 ,株式会社アプリ,○,○,○,,20,,2024/01/01,,,,
2713101927,さんさんトライ,06-6753-9510,06-6953-9511,535-0012,大阪市旭区千林二丁目１４番６号　 ,株式会社ビィーエイト,,○,○,,20,,2023/02/01,,,,
2713102008,ＡＮＤＹ,06-6180-3942,06-6180-3943,535-0012,大阪市旭区千林二丁目１６番８号　 ,株式会社Ｄｏｚｅｎｒｏｓｅ,○,○,○,○,20,,2023/06/01,,,,
2713100580,あゆみ工房～花小麦～,06-6953-7784,06-6953-7784,535-0012,大阪市旭区千林二丁目１６番８号　イズ・サンキチ２０２号,特定非営利活動法人　あゆみ倶楽部,,,○,,20,,2011/11/01,,,,
2713102073,就労継続支援Ｂ型事業所　笑顔の森,06-6180-9607,06-6180-9608,535-0013,大阪市旭区森小路二丁目１１番３号　 ,一般社団法人笑顔の森,○,○,○,○,20,,2024/01/01,,,,
2713101620,ニコプレイス,06-6954-0025,06-6954-0035,535-0013,大阪市旭区森小路一丁目８番６号　メゾン・グリーン森小路１Ｆ,株式会社　ＮＩＣＯ　ＪＡＰＡＮ,○,○,○,○,20,,2021/05/01,,,,
2713101711,就労継続支援Ｂ型　はじめ,06-6167-5826, ,535-0021,大阪市旭区清水三丁目３１番１号　 ,合同会社中村家,○,○,○,,20,,2021/11/01,,,,
2713101901,フェリシア,06-6935-2160,06-6953-8160,535-0021,大阪市旭区清水四丁目１番５号　イタヤ清水ビル,株式会社ＴＭＳ,○,○,○,,20,,2023/01/01,,,,
2714402761,ニコサービス,06-6932-2555,06-6932-2550,535-0022,大阪市旭区新森二丁目３番７ー２０２号　,株式会社　ＮＩＣＯ　ＪＡＰＡＮ,○,○,○,○,10,,2024/05/01,ニコサービス,,,
2713101109,Ｐ．Ｂうつぎ,06-6957-1118,06-6957-1128,535-0022,大阪市旭区新森四丁目２７番１３号　シャルダン新森２０１号室,株式会社　ＰＡＳまいんど,○,○,○,○,20,,2016/06/01,,,,
2713101885,わかばとそらと森小路,06-6180-6586,06-6180-6586,535-0022,大阪市旭区新森二丁目１番２０号　 ,株式会社わかばとそらと,○,○,○,○,20,,2022/12/01,,,,
2713101646,Ｓｕｎｎｙストロベリー,06-6180-4848,06-6180-4849,535-0031,大阪市旭区高殿六丁目１４番２０号　高殿東ビル１階,株式会社富士ベーシック,○,○,○,○,20,,2021/06/01,,,,
2713101406,あさひいきいき就労支援センター,06-6955-7117,06-6955-7119,535-0031,大阪市旭区高殿六丁目５番１７号　 ,特定非営利活動法人あのね,○,○,○,○,20,,2019/04/01,,,,
2713101406,あさひいきいき就労支援センター,06-6955-7117,06-6955-7119,535-0031,大阪市旭区高殿六丁目４番１５号　,特定非営利活動法人あのね,○,○,○,○,10,,2019/04/01,あさひいきいき就労支援センター,,,
2714402795,プラチナム,090-7399-6292,072-931-3782,536-0002,大阪市城東区今福東三丁目６番１１号　カーサマールＡＮＮＥＸ１０１,株式会社エンリッチ,○,○,○,○,20,,2024/08/01,,,,
2714402332,ＡｓＦｉｎｅアジャスト　蒲生オフィス,06-6932-8282,06-6180-8262,536-0004,大阪市城東区今福西一丁目９番７号　ユニコーンビル蒲生４階,ＡｓＦｉｎｅ株式会社,○,○,○,○,20,,2021/12/01,,,,
2714402027,ワークプレイス・デイアクティビティーセンター,090-8476-8852,06-6958-4203,536-0004,大阪市城東区今福西三丁目１４番１３号　 ,特定非営利活動法人ラルゲット,○,○,○,○,10,○,2022/11/01,,,,
2714401987,作業所　若草,06-6180-4123,06-6180-4140,536-0005,大阪市城東区中央一丁目５番２０号　プリムローズ山脇１Ｆ,一般社団法人共生福祉の会,○,○,○,○,20,,2019/10/01,,,,
2714401581,ぷいぷいＬａｂｏ,06-6932-2121,06-6932-2131,536-0005,大阪市城東区中央二丁目１２番２８号　 ,株式会社エイキ,○,○,○,○,20,,2016/11/01,,,,
2714402134,ｐｕ－ａ－ｐｕ,06-6180-8859,06-6180-8775,536-0005,大阪市城東区中央一丁目２番２３－１１３号　 ,合同会社縁家,○,○,○,○,20,,2020/08/01,,,,
2714402183,ハッピーアクア,06-6978-4021,06-6978-4015,536-0005,大阪市城東区中央一丁目１１番３号　 ,株式会社国際グループ,○,○,○,○,20,,2021/02/01,,,,
2714402647,就労継続支援Ｂ型事業所　ひるね,06-6923-9727,06-6923-9728,536-0005,大阪市城東区中央一丁目６番２３号　マイハイツセリガン１階,株式会社ファーストステップ,○,○,○,○,20,,2023/08/01,,,,
2714402092,ワークセンターぜ・す・とⅡ,06-6934-0890,06-6934-0890,536-0005,大阪市城東区中央一丁目８番３０号　２階,特定非営利活動法人　燦然会,○,○,○,○,20,,2020/06/01,,,,
2714401342,エー・サポートのえ,06-6935-0010,06-6935-0030,536-0007,大阪市城東区成育三丁目１４番１３号　旭伸ビル５・６階,株式会社エー・サポート,○,○,○,○,20,,2014/11/01,,,,
2714402589,しあわせのみみ,080-7466-3553,06-6932-6290,536-0007,大阪市城東区成育四丁目２２番９号　 ,オレイユｄｅボヌール合同会社,○,○,○,○,20,,2023/04/01,,,,
2714401417,就労継続支援Ｂ型ここある,06-6932-2700,06-6180-7816,536-0007,大阪市城東区成育一丁目１番１３号　大阪ウスイビル１０１号、２０１号,特定非営利活動法人あそーと,○,○,○,○,20,,2015/09/01,,,,
2714401276,ワークセンターぜ・す・と,06-6930-2280,06-6930-2280,536-0007,大阪市城東区成育三丁目１７番１８号３階　 ,特定非営利活動法人　燦然会,○,○,○,○,10,,2016/09/01,,,,
2714402787,ケア・メンタリング,06-6167-6899,06-6180-8996,536-0008,大阪市城東区関目三丁目８番１１号　 ,ケア・メンタリング　有限会社,○,○,○,○,20,,2024/08/01,,,,
2714401763,ニコサービス城東センター,06-6967-9225,06-6967-9221,536-0008,大阪市城東区関目二丁目６番４号　海田店舗１Ｆ,株式会社　ＮＩＣＯ　ＪＡＰＡＮ,○,○,○,○,10,○,2019/08/01,,,,
2714402761,ニコサービス,06-6932-2555,06-6932-2550,536-0008,大阪市城東区関目一丁目１１番　関目コーポＢ棟１１０号,株式会社　ＮＩＣＯ　ＪＡＰＡＮ,○,○,○,○,20,,2024/05/01,,,,
2714402670,しどろもどろ,06-6935-8386,06-6935-8386,536-0008,大阪市城東区関目一丁目２１番２７号　２階,有限会社　ほっと・ステーション,○,○,○,○,10,○,2023/10/01,,,,
2714401367,作業所　ひかり,06-6167-8311,06-6167-8312,536-0008,大阪市城東区関目二丁目２番９号　 ,合同会社夢海会,○,○,○,○,20,,2015/01/01,,,,
2714402845,おにぎりどん,06-6185-3388,06-6185-3389,536-0008,大阪市城東区関目四丁目１３番１５号　野村ビル１階,コエル株式会社,○,○,○,○,20,,2024/11/01,,,,
2714402084,ＶＡＭＯＳ,06-6936-0190,06-6936-0191,536-0008,大阪市城東区関目五丁目１０番１号　マンションウィート１階,合同会社ＶＡＭＯＳ,○,○,○,,20,,2020/05/01,,,,
2714402886,ｃａｋｅ,06-6180-3881,06-6180-3882,536-0008,大阪市城東区関目五丁目５番１号　 ,株式会社Ｗｏｒｋｕｐ,○,○,○,○,20,,2024/12/01,,,,
2714402092,ワークセンターぜ・す・とⅡ,06-6180-7484,06-6180-7484,536-0008,大阪市城東区関目五丁目１５番３４号　１階,特定非営利活動法人　燦然会,○,○,○,○,,,2020/06/01,ワークセンターぜ・す・とⅡ,,,
2714400658,つむぎ館,06-6180-6820,06-6180-6820,536-0013,大阪市城東区鴫野東三丁目２番２０号　,社会福祉法人　そうそうの杜,○,○,○,○,10,,2008/09/01,つむぎ館,,,
2714402217,座座,06-4258-6013,06-4258-6013,536-0013,大阪市城東区鴫野東三丁目２番１２号　 ,社会福祉法人　そうそうの杜,○,○,○,○,20,,2021/04/01,,,,
2714402720,杜のＳｈｏｋｕｄｏ,06-6955-8080,06-6167-2622,536-0013,大阪市城東区鴫野東三丁目２番２６号　 ,社会福祉法人　そうそうの杜,○,○,○,○,14,○,2024/04/01,,,,
2714400518,みつき,06-6968-9503,06-6967-9513,536-0013,大阪市城東区鴫野東一丁目６番２５号　,社会福祉法人きくのか福祉会,○,○,○,,22,○,2007/04/01,,,,
2714402522,アドバンスワーク,06-6167-9898,06-6167-9898,536-0013,大阪市城東区鴫野東一丁目６番８号　１Ｆ,大生アドバンス株式会社,○,○,○,○,20,,2022/12/01,,,,
2714400658,つむぎ館,06-6180-6820,06-6180-6820,536-0014,大阪市城東区鴫野西五丁目１３番６号　 ,社会福祉法人　そうそうの杜,○,○,○,○,20,,2008/09/01,,,,
2714400864,座座,06-4258-6013,,536-0014,大阪市城東区鴫野西五丁目１３番１６号　,社会福祉法人　そうそうの杜,○,○,○,○,10,○,2011/04/01,Ｐｒｉｆｅ,,,
2714401714,えんじゅ,06-6969-6565,06-6969-6566,536-0014,大阪市城東区鴫野西一丁目１２番１７号　 ,合同会社Ｍａｋｉ　Ｌａｂ,○,○,○,○,20,,2017/07/01,,,,
2714402779,ワークスペースグリーンズ,06-6934-1156,06-6934-1106,536-0015,大阪市城東区新喜多一丁目７番２５号　スズビル６階,株式会社エヴァーグリーン,○,○,○,○,20,,2024/06/01,,,,
2714402068,ＳＨＩＺＵＫＵ,06-6167-6807,06-6167-6807,536-0016,大阪市城東区蒲生三丁目１１番１０号　マサキビル,社会福祉法人　そよ風,,,○,,20,,2020/04/01,,,,
2714402290,マリアワークス京橋東,06-6955-8712,06-6955-8713,536-0016,大阪市城東区蒲生三丁目１５番４号　ドエル小泉２０１号室,株式会社マリアプロ,○,○,○,○,20,○,2021/10/01,,,,
2714400518,みつき（鴫野）,06-6963-9070,06-6963-9070,536-0017,大阪市城東区新喜多東三丁目1番　JR鴫野駅高架下　,社会福祉法人きくのか福祉会,○,○,○,,10,○,2007/04/01,みつき,,,
2714401821,Ｌａｎｄｍａｒｋ,06-7164-6858,06-7164-6858,536-0017,大阪市城東区新喜多東一丁目８番４０－１１１号　 ,ＮＰＯ法人すすき,○,○,○,○,20,,2018/07/01,,,,
2714401839,笑福作業所,06-6968-3619,06-6968-3619,536-0021,大阪市城東区諏訪四丁目２０番１０号　 ,一般社団法人笑福,○,○,○,○,20,,2018/08/01,,,,
2714402654,笑福作業所ＴＷＯ,06-6968-3619,06-6968-3619,536-0021,大阪市城東区諏訪四丁目２０番９号　 ,一般社団法人笑福,○,○,○,○,20,,2023/09/01,,,,
2714401300,マイ・スタイル深江橋事業所,06-6923-8600,06-6923-8603,536-0022,大阪市城東区永田四丁目１番８号　２Ｆ,株式会社マイ・スタイル,○,○,○,○,12,○,2018/03/01,,,,
2714402860,就労継続支援Ｂ型事業所Ｌｉｍ,090-8368-1613, ,536-0022,大阪市城東区永田四丁目６番９号２階　 ,株式会社Ｌｉｍ,○,○,○,○,20,,2024/11/01,,,,
2714400864,Ｐｒｉｆｅ,06-6923-8959,06-6923-8959,536-0023,大阪市城東区東中浜二丁目２番１９号　 ,社会福祉法人　そうそうの杜,○,○,○,○,14,○,2011/04/01,,,,
2714400765,ウィング,06-6924-9975,06-6924-9976,536-0023,大阪市城東区東中浜一丁目２番４号　,社会福祉法人　そよ風,,○,○,,20,○,2010/04/01,,,,
2714402191,城東フレンドシップ,06-6167-7476,06-6167-7477,536-0023,大阪市城東区東中浜一丁目７番２８号　 ,株式会社Ａ．Ｓ．Ｅｎｔｅｒｔａｉｎｍｅｎｔ,○,○,○,○,20,,2021/03/01,,,,
2714402548,ナチュラレサ,06-6537-9202,06-6585-7458,536-0023,大阪市城東区東中浜一丁目３番８号　 ,株式会社ＳＯＬ,○,○,○,○,20,,2023/02/01,,,,
2714400856,大阪障害者労働センターアド企画,06-6968-3130,06-6969-2544,536-0023,大阪市城東区東中浜二丁目１０番１３号　緑橋グリーンハイツ１Ｆ,ＮＰＯ法人　アド企画,○,○,○,,10,,2011/04/01,,,,
2719200707,ワークセンターつるみの郷,06-6913-0431,06-6913-0471,538-0031,大阪市鶴見区茨田大宮二丁目２番２５号　,社会福祉法人　椿福祉会,,○,○,,20,○,2012/04/01,,,,
2719201440,ひととてワークス,06-7777-0525,06-7777-0526,538-0031,大阪市鶴見区茨田大宮二丁目７番７５号　宮浦ビル４階,特定非営利活動法人絵光社,○,○,○,○,60,,2023/08/01,,,,
2719200905,就労継続支援事業所　未来サポート,06-6115-5610,06-6115-5620,538-0032,大阪市鶴見区安田二丁目２番５号　 ,株式会社未来サポート,○,○,○,○,20,,2016/07/01,,,,
2719200483,さらら作業所,06-6912-6578,06-6913-3463,538-0035,大阪市鶴見区浜三丁目７番１０号　,ＮＰＯ法人　ソレーユ,○,○,○,○,20,,2010/04/01,,,,
2719201440,ひととてワークス花博通,06-7777-5384,06-7777-5394,538-0035,大阪市鶴見区浜四丁目９番１２号　,特定非営利活動法人絵光社,○,○,○,○,15,,2023/08/01,ひととてワークス,,,
2719201580,オールケア鶴見緑地公園事務所,06-7179-9994, ,538-0036,大阪市鶴見区緑地公園２番１６３号　 ,株式会社オールケアプロ,○,○,○,○,20,,2024/10/01,,,,
2719201366,日本ライトハウスワークセンター　さんさん,06-6964-5080,06-6964-5088,538-0042,大阪市鶴見区今津中一丁目４番２７号　 ,社会福祉法人日本ライトハウス,○,,,,20,,2022/04/01,,,,
2719200970,ワークプラザ　ウィルワン,06-4258-8022,06-4258-8033,538-0042,大阪市鶴見区今津中三丁目６番２７号　シャトー三愛１１１号,株式会社ウイルワン,○,○,○,○,20,,2017/09/01,,,,
2719201614,ライフサイズワークス,06-6965-5996,06-6965-5998,538-0042,大阪市鶴見区今津中五丁目４番１５号　２階,株式会社ライフサイズ,○,○,○,○,20,,2024/12/01,,,,
2719201069,マホロバ,06-6786-4722,06-6786-4722,538-0042,大阪市鶴見区今津中四丁目１番２０号　Ｃ・Ｄ号,株式会社コア・クリスタル,○,○,○,,20,,2018/07/01,,,,
2719200962,就労継続支援　だるま園,06-6912-0556,06-6912-0556,538-0051,大阪市鶴見区諸口四丁目１番３号　 ,株式会社　だるま園,○,○,○,○,20,,2017/09/01,,,,
2719200822,もろぐち支援センター,06-6911-3220,06-6914-4020,538-0051,大阪市鶴見区諸口一丁目１番７４号　 ,特定非営利活動法人こうろ,,○,,,10,○,2015/04/01,,,,
2719201259,あすなろ　まほろば,06-6914-4904,06-6914-4905,538-0052,大阪市鶴見区横堤一丁目６番４４号　 ,株式会社誠幸,,○,○,○,10,○,2021/04/01,,,,
2719201218,カフェ　ももの樹,06-6991-8931,06-6991-8932,538-0052,大阪市鶴見区横堤四丁目２８番１４号　鶴見緑地道端マンション１Ｆ,株式会社ＳＵＣ,○,○,○,○,20,,2020/12/01,,,,
2719200749,就労継続支援　感生,06-6913-2533,06-6913-2538,538-0052,大阪市鶴見区横堤四丁目２０番１６号　 ,特定非営利活動法人感生,○,○,○,,20,,2013/05/01,,,,
2719201382,アソーラ,06-7172-7534,06-7172-7534,538-0053,大阪市鶴見区鶴見二丁目１５番２０号　 ,株式会社こども未来遊育,○,○,○,○,20,,2022/08/01,,,,
2719201572,ＨＡＰＰＹ,090-3821-3863, ,538-0053,大阪市鶴見区鶴見四丁目１番３１号　イケハラビル２階,株式会社ＨＡＰＰＹ,○,○,○,○,20,,2024/10/01,,,,
2719201341,Ｔｒｕｅ　ｃｏｌｏｒｓ,06-6967-9167,06-6167-4037,538-0054,大阪市鶴見区緑一丁目９番８号　ドムール緑町５号,株式会社ＹＳＴ,,○,○,,20,,2022/03/01,,,,
2719200996,就労継続支援事業所　らいく,06-6933-8868,06-6933-8898,538-0054,大阪市鶴見区緑一丁目５番７号　５階,合同会社オマージュ,○,○,○,○,20,,2017/11/01,,,,
2712302195,阿倍野ひまわり作業所,06-6714-2492,06-6714-2492,545-0001,大阪市阿倍野区天王寺町北二丁目３１番９号　 ,社会福祉法人育徳園,,,○,,20,,2024/04/01,,,,
