事業所番号,事業所名称,TEL,FAX,事業所郵便番号,事業所所在地,申請者,児,定員,居,放,定員,保,備考,,
2754920359,teco　富田林,0721-25-5678,0721-25-5678,584-0024,大阪府富田林市若松町一丁目10番７号プレナス富田林４階401号室,株式会社ＬＵＣＫ,●,10,,,,●,,大阪府富田林市,0
2754920367,放課後等デイサービス　星,0721-26-8028,0721-26-8028,584-0054,大阪府富田林市大字甘南備216番地,社会福祉法人大阪府障害者福祉事業団,●,10,,●,10,,,大阪府富田林市,0
2754920375,ＴＡＮＧＯ富田林校,070-9105-5959,0721-81-8851,584-0036,大阪府富田林市甲田二丁目20番７号,株式会社ＴＡＮＧＯ,●,10,,●,10,,,大阪府富田林市,0
2754920383,よねの家２,0721-69-5396,0721-69-5396,584-0014,大阪府富田林市川面町一丁目10番13号,合同会社メロディー,,,,●,10,,,大阪府富田林市,0
2754920409,放課後等デイサービス　Ｎｉａ,0721-26-8822,050-3172-3525,584-0025,大阪府富田林市若松町西一丁目1841番地１（201）,合同会社ｌｉｎｅｒ　ｎｏｔｅ,,,,●,10,,,大阪府富田林市,0
2754920391,こどもサポートみかん高辺台,0721-55-3864,0721-55-3865,584-0072,大阪府富田林市高辺台一丁目23番地18,株式会社ｐｌａｔｚ,●,10,,●,10,,,大阪府富田林市,0
2754920417,オルオルハウス,0721-60-6112,0721-60-6113,584-0021,大阪府富田林市中野町二丁目７番10号,株式会社ＬＡＵＬＥＡ,●,10,,●,10,,,大阪府富田林市,0
2754920425,スポーツパークりるる,090-3218-0166,,584-0083,大阪府富田林市小金台一丁目８番18号,株式会社シラキ,●,10,,●,10,,,大阪府富田林市,0
2754920433,おあしす,0721-29-6000,0721-29-6600,584-0083,大阪府富田林市小金台二丁目１番30号,社会福祉法人光久福祉会,●,10,,●,10,●,,大阪府富田林市,0
2754920441,児童発達支援・放課後等デイサービスえがお富田林,0721-60-6487,0721-60-6488,584-0005,大阪府富田林市喜志町五丁目３番６号,株式会社Ｆ－ｓｔａｇｅ,●,10,,●,10,,,大阪府富田林市,0
2754920458,放課後等デイサービス　ウィズ・ユー富田林向陽台,0721-55-3276,0721-55-4477,584-0082,大阪府富田林市向陽台二丁目13番12号,合同会社フジコウ,●,10,,●,10,,,富田林市,37
2754920466,オルオルハウス東板持,0721-26-7805,0721-26-7806,584-0046,大阪府富田林市東板持町二丁目16番32号,株式会社ＬＡＵＬＥＡ,●,10,,●,10,,,富田林市,38
2750720027,放課後等デイサービスひまわり,0721-69-7909,0721-69-7913,586-0068,大阪府河内長野市北青葉台２-16Lache１ns　Grun３階,有限会社エイコー,,,,●,10,,,大阪府河内長野市,0
2750720043,児童デイサービス　あゆみ,0721-56-7311,0721-56-7311,586-0021,大阪府河内長野市原町三丁目10番13号,特定非営利活動法人地域支援センターあゆみ,●,10,,●,10,,,大阪府河内長野市,0
2750720050,障がい児通所支援河内長野ぴょんぴょん教室,0721-26-7312,0721-26-7312,586-0032,大阪府河内長野市栄町25番37号,社会福祉法人大阪府肢体不自由者協会,●,10,,●,10,,,大阪府河内長野市,0
2750720118,放課後等デイサービスまりん,0721-69-8680,0721-69-8681,586-0023,大阪府河内長野市野作町14番13号田中ビル１階,合同会社アクアマリン,,,,●,10,,,大阪府河内長野市,0
2750720134,こども発達支援センターｍｕｍ,0721-55-2272,0721-55-2276,586-0046,大阪府河内長野市中片添町11番９号,社会福祉法人大阪府障害者福祉事業団,●,10,,●,10,●,,大阪府河内長野市,0
2750720142,ぽえむ,0721-56-7861,0721-56-7862,586-0032,大阪府河内長野市栄町５番１８号,一般社団法人アルク,●,10,,●,10,,,大阪府河内長野市,0
2750720159,ＰＯＮＯ,0721-26-9933,0721-26-9934,586-0032,大阪府河内長野市栄町25番37号　105・106・107号室,社会福祉法人ぬくもり,,,,☆,5,,,大阪府河内長野市,0
2750720167,児童発達支援・放課後等デイサービス　トリプル,0721-69-9390,0721-69-9391,586-0012,大阪府河内長野市菊水町８番３号釜平ビル２階,一般社団法人トリプル,●,10,,●,10,,,大阪府河内長野市,0
2750720175,ぐるぐる,0721-68-7971,0721-68-7971,586-0022,大阪府河内長野市本多町４番６号１階・２階202号室,ＮＰＯ法人オルケスタ,●,10,,●,10,●,,大阪府河内長野市,0
2750720183,まりん　２,0721-50-1033,0721-50-1034,586-0006,大阪府河内長野市松ヶ丘中町1314番地３,合同会社アクアマリン,●,10,,●,10,,,大阪府河内長野市,0
2750720209,かみひこうき　野作,0721-21-9036,0721-21-9037,586-0025,大阪府河内長野市昭栄町３番32号　ジョイフル昭栄１階103号・104号,株式会社T-angle,●,10,,●,10,,,大阪府河内長野市,0
2750720217,ぽえむ　プラス,0721-70-7308,0721-70-7309,586-0016,大阪府河内長野市西代町３番10号　ナカムラビル２階,一般社団法人アルク,,,,●,10,,,大阪府河内長野市,0
2750720225,Ｇｕｆｏ,0721-21-9044,0721-21-9045,586-0048,大阪府河内長野市三日市町116番地３,一般社団法人トリプル,●,10,,●,10,,,大阪府河内長野市,0
2750720233,運動療育サトスポキッズ,0721-70-7710,0721-70-7710,586-0014,大阪府河内長野市長野町４番９号　うすやビル２Ａ203号,一般社団法人サトスポ,●,10,,●,10,,,大阪府河内長野市,0
2750720266,コメット,0721-55-4057,0721-55-4058,586-0024,大阪府河内長野市西之山町13番１号,一般社団法人彗星会,●,10,,●,10,●,,大阪府河内長野市,0
2750720258,もものき,0721-26-9922,0721-26-9924,586-0032,大阪府河内長野市栄町25番37号102号室,社会福祉法人ぬくもり,,,,●,10,,,大阪府河内長野市,0
2750720282,LINO,０７２１－２６－９９２１,ー,586-0024,大阪府河内長野市栄町30番46号,社会福祉法人ぬくもり,,,,☆,5,,,大阪府河内長野市,0
2750720290,TANGO三日市駅前校,070-8455-5559,0721-81-8851,586-0046,大阪府河内長野市中片添町３番１号カタヤビル202号室,有限会社ライフアップ,●,10,,●,10,,,大阪府河内長野市,0
2750720316,さんきゅう,090-5124-8109,,586-0025,大阪府河内長野市昭栄町５番４号メゾンホワイト　102号室,智静合同会社,●,10,,●,10,,,大阪府河内長野市,0
2750720324,放課後等デイサービス　ＯＳＳＵ,0721-26-7069,0721-26-2096,586-0048,大阪府河内長野市三日市町32番地の１フォレスト三日市３階,株式会社尾崎スイミングスクール,,,,●,10,,,大阪府河内長野市,0
2750720332,ぱちぱち,0721-53-3611,0721-53-3611,586-0024,大阪府河内長野市西之山町２番15号,ＮＰＯ法人オルケスタ,●,10,,●,10,,,大阪府河内長野市,0
2750720340,コメットプラス,0721-55-3635,0721-55-3652,586-0015,大阪府河内長野市本町26番29号福田ビル３階,一般社団法人彗星会,●,10,,●,10,,,大阪府河内長野市,0
2750720357,放課後等デイサービス　すてっぷ,0721-60-6022,0721-60-6022,586-0026,大阪府河内長野市寿町11番５号ロイヤルガーデン長野102号室,特定非営利活動法人　子ども・若もの支援ネットワークおおさか,,,,●,10,,,大阪府河内長野市,0
2750720365,ＴＡＮＧＯ河内長野校,070-8505-5939,0721-81-8851,586-0024,大阪府河内長野市西之山町４番６号福田ビル202号室,株式会社ＴＡＮＧＯ,●,10,,●,10,,,大阪府河内長野市,0
2750720373,ＴＡＮＧＯ三日市校,0721-51-2000,0721-81-8851,586-0048,大阪府河内長野市三日市町560番地の61末広ビル３階事務所,株式会社ＴＡＮＧＯ,●,10,,●,10,,,大阪府河内長野市,0
2750720381,くれいしゅ,0721-70-7000,0721-70-7010,586-0012,大阪府河内長野市菊水町９番８号　１階,一般社団法人トリプル,●,10,,●,10,,,大阪府河内長野市,0
2750720399,ＳＥＡＳＯＮ,0721-70-7878,0721-70-7890,586-0084,大阪府河内長野市旭ケ丘34番14号,社会福祉法人たこう福祉会,●,10,,●,10,●,,大阪府河内長野市,0
2750720407,こどもデイサービス ほほえみ,0721-55-4920,0721-55-4919,586-0046,大阪府河内長野市中片添町１-26,株式会社ほほえみ介護センター,●,10,,●,10,,,河内長野市,28
2754820013,ＩＬＩＳ　ＣＬＵＢ松原,072-339-0160,072-339-0162,580-0014,大阪府松原市岡三丁目2番15号　２階,株式会社アイリス,●,10,,●,10,,,大阪府松原市,0
2754820039,みんなの木松原,072-349-1785,072-349-1786,580-0044,大阪府松原市田井城１丁目６番２２号１階１F-B号室,ニューライフ株式会社,,,,●,10,,,大阪府松原市,0
2754820054,運動療育型児童デイあろは,072-332-3030,072-332-3030,580-0032,大阪府松原市天美東七丁目12番25号ローズクイーン天美101号,有限会社ＳＫ,●,10,,●,10,,,大阪府松原市,0
2754820062,みんなの木天美,072-321-1785,072-321-1786,580-0032,大阪府松原市天美東八丁目４番29号１階,ニューライフ株式会社,●,10,,●,10,,,大阪府松原市,0
2754820070,ライズ児童デイサービスまつばら,072-330-1560,072-330-1561,580-0002,大阪府松原市小川一丁目12番16号,有限会社エスエヌ企画,●,10,,●,10,,,大阪府松原市,0
2754820104,グローイングアップひかり学園,072-349-0218,072-349-0218,580-0016,大阪府松原市上田一丁目７番36号ふぁみ～ゆ上田Ⅱ305号室,合同会社ＫＣＡ,●,10,,●,10,,,大阪府松原市,0
2754820112,育み,072-349-7407,072-349-7407,580-0026,大阪府松原市天美我堂一丁目７番地朝日プラザ松原F棟101/102,株式会社はぐくみ,●,10,,●,10,,,大阪府松原市,0
2754820138,つむぎ,050-1183-4062,050-1183-4062,580-0014,大阪府松原市岡四丁目２番22号,有限会社あすか,●,10,,●,10,,,大阪府松原市,0
2754820146,学習支援はぐくみ松原ほたる教室,072-349-1133,072-349-1134,580-0043,大阪府松原市阿保三丁目５番３号,株式会社はぐくみ,,,,●,10,,,大阪府松原市,0
2754820153,児童デイサービス・アニマートまつばら,072-247-5812,072-247-5813,580-0016,大阪府松原市上田一丁目７番36号ふぁみ～ゆ上田Ⅱ２階202号室,株式会社かぐらしょ,,,,●,10,,,大阪府松原市,0
2754820179,こどもサポート教室「きらり」河内松原校,072-349-3242,072-349-3242,580-0016,大阪府松原市上田三丁目４番11号ペルルＹＴＫ３階301,株式会社クラ・ゼミ,●,10,,●,10,,,大阪府松原市,0
2754820195,放課後等デイサービスにじいろ倶楽部まつばら,072-338-6012,072-338-6013,580-0006,大阪府松原市大堀三丁目２番１号,株式会社くるみの樹,,,,●,10,,,大阪府松原市,0
2754820229,サンリスペクト,072-331-4451,072-350-4455,580-0033,大阪府松原市天美南六丁目７番３号,サンリスペクト株式会社,,,,●,10,,,大阪府松原市,0
2754820245,放課後等デイサービス　テラ,072-335-5551,072-335-5533,580-0032,大阪府松原市天美東八丁目13番23号,社会福祉法人立青福祉会,,,,●,10,,,大阪府松原市,0
2754820252,ハレタソラ天美,072-370-8080,072-370-8080,580-0033,大阪府松原市天美南六丁目８番地の９,サンリスペクト株式会社,,,,●,10,,,大阪府松原市,0
2754820260,音楽療育特化型事業所　リズムストーリー松原,072-339-3888,072-339-3889,580-0043,大阪府松原市阿保五丁目15番20号　グランメゾンハーミア　１階店舗,株式会社バスター,●,10,,●,10,,,大阪府松原市,0
2754820278,児童発達支援・放課後等デイサービス　ｅｋｕｂｏ,072-321-9061,072-249-6172,580-0032,大阪府松原市天美東八丁目２番４号　ハイツ薮内パートⅠ　１階,株式会社ｒｕｓｏｎ,☆,5,●,☆,5,,,大阪府松原市,0
2754820286,トラストuni,072-338-2212,072-338-2213,580-0003,大阪府松原市一津屋二丁目5番22号,合同会社UNION,☆,5,,☆,5,,,大阪府松原市,0
2754820294,小鹿,072-335-6524,072-335-6524,580-0023,大阪府松原市南新町三丁目３番28号,株式会社エアーメディックス,☆,5,,☆,5,,,大阪府松原市,0
2754820310,アッセンブル,072-289-7665,072-289-7666,580-0021,大阪府松原市高見の里一丁目２番30号ふぁみ～ゆ松原中央106号室,株式会社えん,●,10,,●,10,,,大阪府松原市,0
2754820328,といろ,072-248-6922,072-248-6922,580-0033,大阪府松原市天美南五丁目18番14号,株式会社リスペクトフォアライフ,●,10,,●,10,,,大阪府松原市,0
2754820336,ほっとキッズAdvance,072-337-8640,072-337-8641,583-0881,大阪府松原市三宅中一丁目４番27号,株式会社codona,●,10,,●,10,,,大阪府松原市,0
2754820351,児童発達支援・放課後等デイサービスＨａＬｅ,072-339-7025,072-339-7026,580-0033,大阪府松原市天美南六丁目1番29号,HALE株式会社,●,10,,●,10,,,大阪府松原市,0
2754820369,児童発達支援・放課後等デイサービス　ｅｋｕｂｏ　Ｇｙｕｔｔｏ,072-204-1153,072-204-1153,580-0044,大阪府松原市田井城二丁目２番２号サンシティ松原120,Ｏｎｅ’ｓ　Ｂｒｉｇｈｔ　Ｆａｃｔｏｒｙ株式会社,●,10,,●,10,●,,大阪府松原市,0
2754820377,放課後等デイサービス　ウィズ・ユー松原高見の里,072-248-8718,072-248-6643,580-0021,大阪府松原市高見の里三丁目２番11号　第８セイワビル１階１Ｆ号室,合同会社Ｍｏｔｈｅｒ’ｓ　Ｇｏｄ,●,10,,●,10,,,大阪府松原市,0
2754820385,児童デイサービス・アニマートまつがおか,072-349-7092,072-349-7093,580-0042,大阪府松原市松ケ丘一丁目336番松原スイミングスクール貸し店舗　１階Ａ－３号室,株式会社かぐらしょ,,,,●,10,,,大阪府松原市,0
2754820393,みんなの木　田井城,072-247-4440,072-247-444１,580-0044,大阪府松原市田井城一丁目６番22号２階,コントレール株式会社,●,10,,●,10,,,大阪府松原市,0
2754820401,児童発達支援・放課後等デイサービス　そら,072-915-1600,072-915-9700,580-0024,大阪府松原市東新町一丁目11番３号,株式会社ベジフル,☆,5,,☆,5,,,大阪府松原市,0
2754820419,ほっとキッズ松原天美,072-247-5327,072-247-5328,580-0033,大阪府松原市天美南五丁目22番11号,株式会社ｃｏｄｏｎａ,●,10,,●,10,,,大阪府松原市,0
2754820427,きょうわウィズ（児童発達支援・放課後等デイサービス）,072-349-4473,072-349-4479,580-0043,大阪府松原市阿保三丁目４番11号,株式会社共和製作所,●,10,,●,10,,,大阪府松原市,0
2753820386,ほっとキッズアフタースクール,072-349-6825,072-349-6835,580-0033,大阪府松原市天美南五丁目22番11号２階,株式会社codona,,,,●,10,,,大阪府松原市,0
2754820435,放課後等デイサービス　ＰＡＬ,072-339-2525,072-339-2525,580-0011,大阪府松原市西大塚二丁目１番９号,合同会社リアン,●,10,,●,10,,,大阪府松原市,0
2754820443,コペルプラス　河内松原教室,072-349-9660,072-349-9661,580-0043,大阪府松原市阿保三丁目５番21号ＭＣビル２階201号,株式会社クラ・ゼミ,●,10,,,,,,大阪府松原市,0
2754820450,コペルプラス　河内天美教室,072-247-4533,072-247-4534,580-0032,大阪府松原市天美東七丁目７番７号ロイヤルコート天美　２階201号室,株式会社クラ・ゼミ,●,10,,,,,,大阪府松原市,0
2754820468,放課後等デイサービス　ウィズ・ユー松原高見の里２ｎｄ,072-248-7120,072-248-7120,580-0021,大阪府松原市高見の里四丁目765番地８号,合同会社Ｍｏｔｈｅｒ’ｓＧｏｄ,,,,●,10,,,松原市,35
2751920014,大東市立幼児発達支援教室,072-812-7792,072-812-7792,574-0011,大阪府大東市北条一丁目16番16号,大東市,●,20,,,,,,大阪府大東市,0
2751920063,児童発達支援ポラリス運動day,072-871-2726,072-871-2727,574-0046,大阪府大東市赤井一丁目15番１号大東ビル１　２階,一般社団法人ポラリス,●,10,,●,10,,,大阪府大東市,0
2751920071,いきいきケアサポートにしの大東店,072-875-0131,072-875-0132,574-0025,大阪府大東市御供田四丁目４番11号ロイヤルメゾン千國１階右２号,合同会社放課後等デイサービスいきいき,,,,●,10,,,大阪府大東市,0
2751920089,bamboo・スポーツ塾ふらっと大東,072-875-8113,072-875-8103,574-0026,大阪府大東市住道二丁目２番110号大東サンメイツ２番館110号室,一般社団法人ふらっと,●,10,,●,10,,,大阪府大東市,0
2751920097,ぽっぷこーん大東,072-865-7517,072-865-7519,574-0028,大阪府大東市幸町22番25号,株式会社グッド・ケア・グループ,,,,●,10,,,大阪府大東市,0
2751920121,ふらっとＨＯＲＡ,072-872-3333,072-872-5557,574-0034,大阪府大東市朋来一丁目21番18号グラッドホーラ101号,株式会社ＳＡＣＣ,●,10,,●,10,,,大阪府大東市,0
2751920139,ｆｌａｔ大東いいもりぷらざ店,072-812-6011,072-812-6012,574-0011,大阪府大東市北条一丁目16番16号４階,株式会社ｆｌａｔ,●,10,,●,10,,,大阪府大東市,0
2751920147,児童発達支援・放課後等デイサービスてくてく,072-877-8055,072-877-8066,574-0003,大阪府大東市明美の里町16番30号２階,特定非営利活動法人発達凸凹サポーターてくてく,●,10,,●,10,,,大阪府大東市,0
2751920154,放課後等デイサービスくりーむうさぎ,072-888-9230,072-888-9230,574-0045,大阪府大東市太子田二丁目10番16号,株式会社プリス,,,,●,10,,,大阪府大東市,0
2751920162,ぽっぷこーん大東ＮＥＸＴ,072-800-8381,072-800-8382,574-0014,大阪府大東市寺川三丁目11番10号,株式会社グッド・ケア・グループ,,,,●,10,,,大阪府大東市,0
2751920188,慶生会ＫＩＤＳステージ野崎,072-863-1221,072-863-1220,574-0011,大阪府大東市北条一丁目２番41号１階,社会福祉法人慶生会,●,10,,●,10,,,大阪府大東市,0
2751920196,ふらっとＨＯＲＡ２,072-803-7818,072-872-5557,574-0044,大阪府大東市諸福四丁目１番15号,株式会社ＳＡＣＣ,,,,●,10,,,大阪府大東市,0
2751920204,児童発達支援・放課後等デイサービス翔はばたき,072-803-7429,072-803-7429,574-0044,大阪府大東市諸福二丁目１番４号,ＮＰＯ法人輝ひかり,●,10,,●,10,,,大阪府大東市,0
2751920212,発達支援ルーム　ゆあーず,072-812-7886,072-812-7886,574-0046,大阪府大東市赤井一丁目15番１号４Ｆ,一般社団法人Ｙｓケアサポート,●,10,,●,10,,,大阪府大東市,0
2751920246,きらめキッズ　大東,072-888-8857,072-875-1310,574-0024,大阪府大東市泉町一丁目４番11号　メモワール１階,株式会社リベルテ,●,10,,●,10,,,大阪府大東市,0
2751920261,ピアリン,072-800-8556,072-800-8565,574-0015,大阪府大東市野崎一丁目９番５号　隅田マンション102号・103号,株式会社わらみ,☆,5,,☆,5,,,大阪府大東市,0
2751920279,みずふね体操クラブ,072-812-6717,072-812-6717,574-0034,大阪府大東市朋来一丁目21番23号,豊生スポーツ株式会社,●,10,,●,10,,,大阪府大東市,0
2751920287,Vivid-Life,072-803-7022,072-800-3160,574-0025,大阪府大東市御供田四丁目４番11号　ロイヤルメゾン千國105号,合同会社VIVID,●,10,,●,10,,,大阪府大東市,0
2751920295,児童発達支援・放課後等デイサービス　すまいるぱれっと,072-877-6830,072-877-6831,574-0004,大阪府大東市南楠の里町14番26号　イーストコート101号室,合同会社縁,●,10,,●,10,,,大阪府大東市,0
2751920311,にじいろのおうち,072-812-2528,072-812-2529,574-0024,大阪府大東市泉町二丁目13番５号,一般社団法人はっぴーれいんぼー,●,20,,●,20,●,共生型,大阪府大東市,0
2751920329,みらくる,072-888-0793,072-397-0109,574-0793,大阪府大東市平野屋一丁目１番２号フラットカキノキＢ１Ｆ,合同会社ＯＮＥＬＩＮＥ,●,10,,●,10,,,大阪府大東市,0
2751920345,慶生会ＫＩＤＳプラス大東,072-863-3040,072-863-3041,574-0015,大阪府大東市野崎一丁目13番４号,社会福祉法人慶生会,●,10,,●,10,,,大阪府大東市,0
2751920352,universal school CRECIO Jr.住道校,072-873-9000,072-873-9900,574-0042,大阪府大東市大野一丁目４番25号,株式会社ＮＥＳＴ,●,10,,●,10,,,大阪府大東市,0
2751920360,放課後等デイサービス　チェスト,072-803-7265,072-803-7266,574-0076,大阪府大東市曙町２番６号,株式会社　和心,●,10,,●,10,,,大阪府大東市,0
2751920378,ビジョントレーニング療育　べすとびじょん,072-813-7411,072-813-7411,574-00２７,大阪府大東市三住町１番29号シャルム三住,株式会社べすとびじょん,●,10,,●,10,●,,大阪府大東市,0
2751920386,ゴールズスポーツ教室,072-381-5049,072-381-8245,574-0022,大阪府大東市平野屋一丁目１番２号フラットカキノキ１Ｆ,合同会社GOALS,●,10,,●,10,,,大阪府大東市,0
2751920394,ふぁみりずむ,080-3806-2558,072-813-7237,574-0014,大阪府大東市寺川二丁目5番22号,合同会社Ｉ　ｓｔａｒ　Ｌａｂ,●,10,,●,10,,,大阪府大東市,0
2751920402,ピリナ,072-800-8556,072-800-8565,574-0011,大阪府大東市北条一丁目７番23号樋口ビル１階,株式会社わらみ,☆,5,,☆,5,,,大阪府大東市,0
2751920410,放課後等デイサービス　ななみ,072-800-4003,072-800-4004,574-0074,大阪府大東市谷川二丁目８番43号,株式会社　和心,●,10,,●,10,,,大阪府大東市,0
2751920428,ワンストップスクールＲＩＧＳ大東,072-803-8601,072-803-8602,574-0034,大阪府大東市朋来二丁目５番35号サンメゾンイースト１Ｆ,株式会社ＧＹＧ,●,10,,●,10,,,大阪府大東市,0
2751920436,放課後等デイサービスリコード,072－817-9140,072－817-9140,５７４－００７２,大阪府大東市深野三丁目28番３号アクティブ・スクウェア・大東２階201号,有限会社エム・アンド・エム,,,,●,10,,,大阪府大東市,0
2751920444,放課後等デイサービス　はれ,072-813-5501,072-813-5502,574-0045,大阪府大東市太子田一丁目１番８号,株式会社和心,●,10,,●,10,,,大阪府大東市,0
2751920451,アステリつくーる,072-812-5147,072-812-5148,574-0043,大阪府大東市灰塚五丁目１番45号ＢＵＩＬＤよしかわ302号,合同会社みらい共生社会推進協議会,●,10,,●,10,,,大阪府大東市,0
2751920469,きらめキッズ大東ねくすと,072-813-2338,072-813-2606,574-0024,大阪府大東市泉町二丁目10番18号アキツマンション１階１Ｆ号,株式会社リベルテ,●,10,,●,10,,,大阪府大東市,0
2751920477,児童発達支援管理・放課後等デイサービス　ゆあてらす,072-875-6677,072-870-0730,574-0043,大阪府大東市灰塚五丁目６番４号　２階,株式会社Ｓ－Ｐｌａｎｎｉｎｇ,●,10,,●,10,,,大阪府大東市,35
2750520021,わわ,0725-24-4030,0725-24-5680,594-0083,大阪府和泉市池上町2丁目5番16号,株式会社HISWAY,,,,●,10,,,大阪府和泉市,0
2750520047,ゆとりの里,0725-50-2001,0725-50-2001,594-1104,大阪府和泉市万町384番地,有限会社旭日,,,,●,10,,,大阪府和泉市,0
2750520054,放課後等デイサービス事業所マザーズ,0725-26-0026,0725-26-1559,594-0003,大阪府和泉市太町１５８番地の１３,特定非営利活動法人サポートネット・マザーズ,,,,●,10,,,大阪府和泉市,0
2750520070,ぷちとまと,0725-30-4680,0725-30-4680,594-0032,大阪府和泉市池田下町1218－１番地,特定非営利活動法人ぷちとまとの会,,,,●,10,,,大阪府和泉市,0
2750520112,運動療育クラブのあ泉北和泉,0725-92-8455,0725-92-8455,594-0042,大阪府和泉市箕形町一丁目２番６号,一般社団法人のあ,●,10,,●,10,,,大阪府和泉市,0
2750520146,でぃあはーつ,0725-24-3265,0725-24-3265,594-0003,大阪府和泉市太町570番地の９　２階,株式会社煌,,,,●,10,,,大阪府和泉市,0
2750520153,児童発達支援・放課後等デイサービスにじ,0725-90-7384,0725-90-7761,594-0013,大阪府和泉市鶴山台二丁目１番１号棟105,有限会社北勝,●,10,,●,10,,,大阪府和泉市,0
2750520161,児童デイサービスびりぃぶ,0725-90-7026,0725-90-7036,594-1151,大阪府和泉市唐国町二丁目８番58号１階,株式会社はじめ,●,10,,●,10,,,大阪府和泉市,0
2755320047,スイートピー,0725-50-3222,0725-50-3233,594-1111,大阪府和泉市光明台三丁目20番４号,株式会社スイートピー,,,,●,10,,,大阪府和泉市,0
2750520195,児童発達支援・放課後等デイサービスあゆみ,0725-57-3880,0725-57-8601,594-0032,大阪府和泉市池田下町2263番地の2,特定非営利活動法人みらい,●,10,,●,10,,,大阪府和泉市,0
2750520211,ｗｅｌｆａｒｅ和泉中央,0725-57-5511,0725-57-5533,594-0032,大阪府和泉市池田下町173番１メルベーユ和泉中央Ｄ号室,株式会社ファースト,●,10,,●,10,,,大阪府和泉市,0
2750520237,児童発達支援・放課後等デイサービスドレミ,0725-43-5555,0725-44-5656,594-0003,大阪府和泉市太町24番地１,株式会社トップケアサービス,●,10,,●,10,,,大阪府和泉市,0
2750520278,フェアリーテイル,0725-38-7725,0725-38-7725,594-0076,大阪府和泉市肥子町二丁目５番54号サラスバティ肥子１階Ｄ号,株式会社キーポイント,●,10,,●,10,,,大阪府和泉市,0
2750520310,音楽療育おとゆいキッズ,0725-53-1066,0725-53-1066,594-1155,大阪府和泉市緑ケ丘一丁目９番８号,特定非営利活動法人音楽サポートネット音結,●,10,,●,10,,,大阪府和泉市,0
2750520336,スマイル,0725-40-2525,0725-40-2526,594-0064,大阪府和泉市寺門町一丁目１番５号,株式会社Ｍｅｒｒｙ,●,10,,●,10,,,大阪府和泉市,0
2750520351,児童発達支援・放課後等デイサービスぴあーちぇ和泉,0725-24-0274,0725-24-0274,594-0083,大阪府和泉市池上町三丁目14番81号　池上町３丁目貸店舗５号室,株式会社ひなた,●,10,,●,10,,,大阪府和泉市,0
2750520377,放課後等デイサービスなういずみ,072-590-4900,072-590-4899,594-0071,大阪府和泉市府中町七丁目２番５号,株式会社晴友,●,10,,●,10,,,大阪府和泉市,0
2750520385,ここあ,0725-43-8801,0725-43-8802,594-0082,大阪府和泉市富秋町一丁目４番43号,ＳＥＩＷＡ　Ｍｅｄｉｃａｌ株式会社,☆,5,,☆,5,,,大阪府和泉市,0
2750520393,運動療育ＦＣのあ泉北和泉,0725-99-8810,0725-99-8810,594-0065,大阪府和泉市観音寺町877番１号,株式会社のあ,●,10,,●,10,,,大阪府和泉市,0
2750520401,療育サポートセンターわおん,0725-56-4030,0725-56-4031,594-1111,大阪府和泉市光明台三丁目２番　第101号棟第105号室,一般社団法人わおん,●,10,,●,10,●,,大阪府和泉市,0
2750520443,児童発達支援・放課後等デイサービスそら,0725-40-3515,0725-40-3516,594-0071,大阪府和泉市府中町八丁目４番22号２階,株式会社まほろば,●,10,,●,10,,,大阪府和泉市,0
2750520450,どんぐりの樹,0725-54-1147,0725-54-1154,594-0042,大阪府和泉市箕形町四丁目２番35号,有限会社ケアテック,●,10,,●,10,,,大阪府和泉市,0
2750520484,ジャンプ,0725-99-8641,0725-99-8642,594-0022,大阪府和泉市黒鳥町一丁目18番７号,株式会社ＪＵＭＰ,●,10,,●,10,●,,大阪府和泉市,0
2750520500,ちびっこBA-NA,0725-51-7333,0725-51-7336,594-0074,大阪府和泉市小田町二丁目１番31号,社会福祉法人嘉舟会,☆,5,,☆,5,,,大阪府和泉市,0
2750520518,就労準備型放課後等デイサービス　自由帳　池田下,080-4492-2953,072-344-5278,594-0032,大阪府和泉市池田下町2016－１,Smm株式会社,,,,●,10,,,大阪府和泉市,0
2750520542,放課後等デイサービス　フォース,0725-58-7450,0725-58-7451,594-0071,大阪府和泉市府中町四丁目２番15号,TR合同会社,,,,●,10,,,大阪府和泉市,0
2750520559,スマイルぷらす,0725-46-2535,0725-46-2536,594-0073,大阪府和泉市和気町三丁目３番30号,株式会社Ｍｅｒｒｙ,●,10,,●,10,●,,大阪府和泉市,0
2750520575,PepABeat,050-8881-4810,050-8881-4811,594-0073,大阪府和泉市和気町二丁目3番7号朝日プラザシティ・サザンパーク商業棟１F,合同会社grandA'stage,●,10,,●,10,,,大阪府和泉市,0
2750520591,ｗｅｌｆａｒｅ唐国,0725-24-9067,0725-24-9068,594-1151,大阪府和泉市唐国町二丁目13番７号,株式会社ファースト,,,,●,10,,,大阪府和泉市,0
2750520609,はぐハウスⅢ,0725-41-0089,0725-41-0099,594-0052,大阪府和泉市阪本町17番1号,ＩＯＳメディカルケア株式会社,☆,5,,☆,5,,,大阪府和泉市,0
2750520617,アイアムいずみ,072-558-7845,072-558-7846,594-1156,大阪府和泉市内田町四丁目３番11号,株式会社アイアム,●,10,,●,10,,,大阪府和泉市,0
