事業所番号,事業所名称,事業所電話番号,事業所FAX番号,事業所郵便番号,事業所所在地,法人名称,主たる対象者：身体,主たる対象者：知的,主たる対象者：精神,主たる対象者：難病,利用定員,多機能の有無,指定日,主たる事業所名,共生型指定
2710803756,アーチジョイ,090-1676-8071,06-6790-7231,546-0003,大阪市東住吉区今川八丁目４番１０号　白鷺公園前ＣＵＢＥ　ＳＰＡＳＥ　Ｂ号,株式会社アーチ,○,○,○,○,10,○,2022/09/01,,
2710804184,くみひも１号店,06-6795-4030,06-6795-4031,546-0012,大阪市東住吉区中野四丁目８番４号　 ,一般社団法人ＭＴＲサポート,,○,○,○,6,○,2024/03/01,,
2710802741,私の家なでしこ,06-6705-2200,06-6705-2266,546-0012,大阪市東住吉区中野四丁目１５番２３号　 ,株式会社なでしこ,○,○,○,○,9,,2019/10/01,,○
2710803053,運動・入浴型生活介護ぽぷらの樹東住吉,06-6708-0660,06-6708-0660,546-0013,大阪市東住吉区湯里六丁目１番９号　 ,有限会社ＳＫ,○,○,○,○,20,,2020/05/01,,
2710803640,生活介護　けんけんぱ,06-7221-2278,06-7221-2278,546-0013,大阪市東住吉区湯里一丁目３番２号　 ,シーケープランニング合同会社,○,○,○,○,20,,2022/08/01,,
2710804333,カラフルデイズ,06-6706-2280,06-6706-2281,546-0013,大阪市東住吉区湯里六丁目１２番１７号　 ,株式会社ＶＯＩＣＥ．Ｗ,○,○,,,15,○,2024/03/01,,
2710803913,Ｃｈｉ－Ｋａ,06-7650-0692,06-7650-0692,546-0014,大阪市東住吉区鷹合二丁目９番８号　 ,ＫＥＩ株式会社,○,○,○,○,20,,2023/04/01,,
2710802881,ＣＬＡＮ東住吉,06-6703-0075,06-6703-0076,546-0021,大阪市東住吉区照ケ丘矢田三丁目７番１号　 ,株式会社ＣＬＡＮ,○,○,○,○,20,○,2020/01/01,,
2710801669,生活介護　Ｋａｋａｒａ（カカラ）,06-6760-7711,06-6777-5318,546-0022,大阪市東住吉区住道矢田九丁目５番２９号　 ,社会福祉法人　つむぎ福祉会,○,○,○,○,20,,2015/04/01,,
2710801321,もくれん就労ｆｏｒｍマスタード,06-6706-8600,06-6706-8601,546-0022,大阪市東住吉区住道矢田一丁目２４番２５号　 ,社会福祉法人　ふれあい共生会,○,○,○,○,10,○,2018/10/01,,
2710800885,たんぽぽわたぼうし（東住吉たんぽぽ）,06-6769-0078,06-6769-0078,546-0022,大阪市東住吉区住道矢田六丁目１２番２０号　 ,社会福祉法人　福祉ネット大和川,,○,,,30,○,2010/08/01,,
2710801040,矢田たんぽぽ,06-6705-0505,06-6705-2030,546-0022,大阪市東住吉区住道矢田九丁目１２番２８号　,社会福祉法人　福祉ネット大和川,,○,,,20,,2011/08/01,,
2710801974,まめの木共同作業所,06-4302-3220,06-4302-3221,546-0022,大阪市東住吉区住道矢田六丁目１７番１９号　矢田ビル１Ｆ,一般社団法人まめの木,○,○,○,,20,,2016/10/01,,
2710802204,生活介護ライフサポート幸樹,06-6707-8080,06-6707-8080,546-0022,大阪市東住吉区住道矢田七丁目１番１５号　 ,株式会社ＭＡＲＩコーポレーション,○,○,○,○,20,,2018/02/01,,
2710802584,デイサービスりんごの木南店,06-6708-8808,06-6708-8807,546-0022,大阪市東住吉区住道矢田一丁目１９番２４号　 ,有限会社りんごの木,○,○,○,○,5,,2019/05/01,,○
2710803376,ＣＬＡＮ住道矢田,06-6777-1695,06-6777-1696,546-0022,大阪市東住吉区住道矢田八丁目１１番２７号　 ,株式会社ＣＬＡＮ,○,○,○,○,30,,2021/10/01,,
2710804150,リリーフ生活介護,06-6777-8161,06-6777-8672,546-0022,大阪市東住吉区住道矢田四丁目２番１５号　 ,株式会社リリーフ,,○,○,,20,,2023/09/01,,
2710800505,こんふぉーと,06-6797-9916,06-6797-8110,546-0022,大阪市東住吉区住道矢田六丁目５番２７号　,特定非営利活動法人　だんでらいおん,○,○,○,,20,,2007/04/01,,
2710803020,リバティ,06-6797-3833,06-6797-3833,546-0022,大阪市東住吉区住道矢田六丁目１番１号　,特定非営利活動法人　だんでらいおん,○,○,○,,10,,2020/04/01,リアン,
2710801339,Ｗｅｌｆａｒｅ　ｗｏｒｋｓｈｏｐ　風,06-6709-3525,06-6709-3525,546-0022,大阪市東住吉区住道矢田四丁目１６番１０号　 ,特定非営利活動法人ヤハウェ,,○,,,20,,2018/08/01,,
2710800521,もくれんホオノキＰｌｕｓハナキリン,06-6699-9532,06-6608-1922,546-0023,大阪市東住吉区矢田六丁目８番７号　 ,社会福祉法人　ふれあい共生会,○,○,○,,28,○,2007/04/01,,
2710800885,リサイクルたんぽぽ,072-335-8140,072-335-8140,546-0023,大阪市東住吉区矢田七丁目９番１１号　,社会福祉法人　福祉ネット大和川,,○,,,15,○,2010/08/01,たんぽぽわたぼうし（東住吉たんぽぽ）,
2710802923,ＴＫＧＳ　アエタ,06-6654-8125,06-6654-8126,546-0023,大阪市東住吉区矢田一丁目６番１６号　グレース長居公園１階,合同会社アエタ,○,○,○,○,5,○,2020/02/01,,
2710803210,かふぇぐるっぽ弐番館,06-4703-3184,06-4703-3194,546-0023,大阪市東住吉区矢田二丁目２０番４号　 ,株式会社プレイス,○,○,○,○,30,,2021/04/01,,○
2710802899,ＣＬＡＮ東住吉北館,06-6105-0385,06-6105-0386,546-0023,大阪市東住吉区矢田二丁目１１番４号　 ,株式会社ＣＬＡＮ,○,○,○,○,20,,2020/01/01,,
2710803020,リアン,06-7668-1101,06-7668-8112,546-0023,大阪市東住吉区矢田五丁目９番８号　 ,特定非営利活動法人　だんでらいおん,○,○,○,,20,,2020/04/01,,
2710801313,ワークステージやた,06-6115-6621,06-6115-6628,546-0023,大阪市東住吉区矢田二丁目１３番１４号　 ,特定非営利活動法人　ワークステージ,○,○,○,○,6,○,2023/10/01,,
2710800968,ヴァンサンクの郷,06-6609-4510,06-6609-4511,546-0024,大阪市東住吉区公園南矢田三丁目１３番２２号　,社会福祉法人　嘉誠会,,○,,,50,,2011/04/01,,
2710800554,障害者活動センター赤おに,06-6623-7300,06-6657-5010,546-0031,大阪市東住吉区田辺五丁目６番１０号　,特定非営利活動法人ちゅうぶ,○,○,○,,20,,2007/11/01,,
2710801149,障害者活動センター青おに,06-4703-3742,06-4703-3743,546-0031,大阪市東住吉区田辺五丁目５番２０号　 ,特定非営利活動法人ちゅうぶ,○,○,○,○,20,,2012/04/01,,
2710801859,アトリエ　ペンライズ,06-7493-1337,06-7493-1337,546-0032,大阪市東住吉区東田辺三丁目１６番８号　 ,株式会社ペンライズ,○,○,○,○,20,,2016/04/01,,
2710804473,デイサービスセンターやぎ,06-6654-5855,06-6654-5855,546-0033,大阪市東住吉区南田辺一丁目９番４３号　 ,一般社団法人ＣＯＲＥぷらす,○,○,○,○,10,,2024/07/01,,○
2710802766,私の家なでしこ南田辺,06-6608-3939,06-6608-1919,546-0033,大阪市東住吉区南田辺五丁目７番１７号　 ,株式会社なでしこ,○,○,○,○,15,,2019/10/01,,○
2710800927,ユイ・ハート,06-6609-4888,06-6609-3577,546-0035,大阪市東住吉区山坂五丁目１６番２７号　 ,社会福祉法人　ユイ,○,○,○,,20,○,2010/10/01,,
2710801172,大阪発達総合療育センター　なでしこ,06-6699-8731,06-6699-8134,546-0035,大阪市東住吉区山坂五丁目１１番２１号　５階,社会福祉法人　愛徳福祉会,○,○,,,15,,2012/04/01,,
2710803731,大阪発達総合療育センター　ひなた,06-7501-0319,06-7501-0330,546-0035,大阪市東住吉区山坂五丁目１２番５号　 ,社会福祉法人　愛徳福祉会,○,○,○,○,10,○,2022/09/01,,
2710801396,ぷちわーく　ふるさわ,06-6629-2638,06-6629-7627,546-0035,大阪市東住吉区山坂三丁目６番１７号　 ,有限会社ふるさわ,○,○,○,○,20,,2013/09/01,,
2710800653,二丁目,06-6777-7550,06-6777-7555,546-0041,大阪市東住吉区桑津五丁目13番45号　,社会福祉法人日本ヘレンケラー財団,○,○,,,10,,2008/10/01,一丁目,
2710800653,一丁目,06-6777-7550,06-6777-7555,546-0043,大阪市東住吉区駒川一丁目２１番５号　,社会福祉法人日本ヘレンケラー財団,○,○,○,○,30,,2008/10/01,,
2710801479,い～るでぽとふ,06-6697-1704,06-6718-6011,546-0043,大阪市東住吉区駒川五丁目１番８号　 ,株式会社　ぽとふカンパニー,○,○,○,○,20,,2014/04/01,,
2710802865,なでしこデイズ,06-6629-8535,06-6629-8536,546-0043,大阪市東住吉区駒川五丁目２２番２７号　 ,株式会社なでしこ,○,○,○,○,20,,2020/01/01,,
2710801826,ラ・ビスタ文の里,06-7164-0084,06-7164-0084,546-0044,大阪市東住吉区北田辺一丁目３番７号　 ,一般社団法人ラ・ビスタ,○,○,○,○,20,,2016/03/01,,
2713304836,生活介護アイビー,06-7162-3044,,546-0044,大阪市東住吉区北田辺二丁目４番２２号　７Ａ号室,合同会社Ｍ＆Ｍ,○,○,○,○,10,,2021/07/01,生活介護アイビー,
2710804085,ドーナッツ,06-7651-3314,06-7651-3314,546-0044,大阪市東住吉区北田辺二丁目４番５号　クラウド大峰２０１,合同会社ｆｒｅｅｂｉｒｄ,○,○,○,○,20,,2023/07/01,,
2715803603,りあらいず,06-6777-2972,06-6777-2972,547-0001,大阪市平野区加美北九丁目１番１８号　１Ｆ、２Ｆ,合同会社ファティライズ,○,○,○,○,10,○,2022/01/01,,
2715805384,こんぱすらいふ,06-6718-6305,06-6718-6306,547-0001,大阪市平野区加美北六丁目３番３号　 ,株式会社さんまる,○,○,○,○,20,,2024/09/01,,
2715803702,ＣＬＡＮ平野,06-4303-6211,06-4303-6212,547-0003,大阪市平野区加美南二丁目６番３１号　 ,株式会社ＣＬＡＮ,○,○,○,○,20,,2020/01/01,,
2715801094,ららら,06-6796-5851,06-7896-8246,547-0004,大阪市平野区加美鞍作三丁目2番32号　,ＮＰＯ法人　ピアエール,○,○,○,,10,,2009/04/01,ＮＰО法人ピアエール加美作業所,
2715801094,ＮＰО法人ピアエール加美作業所,06-6796-5851,06-7896-8246,547-0005,大阪市平野区加美西二丁目１１番１６号　,ＮＰＯ法人　ピアエール,○,○,○,,40,,2009/04/01,,
2715802506,生活介護笑花,06-4305-4470,06-4305-4470,547-0011,大阪市平野区長吉出戸六丁目１１番１３号　 ,有限会社ＳＫ,○,○,○,○,20,,2015/04/01,,
2715803140,ハピネスノアノア,06-6770-5628,06-6770-5438,547-0012,大阪市平野区長吉六反三丁目１番３２号　 ,エーゼル株式会社,○,○,○,○,20,,2017/12/01,,
2715804247,生活介護あぃり～,06-6777-3014,06-6777-3084,547-0012,大阪市平野区長吉六反三丁目６番３０号　サングレール１階,特定非営利活動法人　障がい者福祉総合支援センターいちいちまる,○,○,○,○,20,,2021/12/01,,
2715803678,オレンジピース,06-6709-8117,06-6709-8118,547-0012,大阪市平野区長吉六反五丁目９番１１号　 ,特定非営利活動法人おれんじ,○,○,○,○,20,,2019/11/01,,
2715801391,生活介護事業フレンド,06-6797-2360,06-6797-2360,547-0013,大阪市平野区長吉長原東一丁目１番１２号　,特定非営利活動法人　幸正会,○,○,○,,20,,2011/04/01,,
2715800849,そらまめ作業所,06-6708-6339,06-6706-8433,547-0014,大阪市平野区長吉川辺一丁目１番１９号　,社会福祉法人　つむぎ福祉会,○,○,○,○,28,○,2007/05/01,,
2715800849,アバそらまめ,06-6699-7875,,547-0014,大阪市平野区長吉川辺一丁目2番1号　サニーハイツ金田Ⅱ　１０１号,社会福祉法人　つむぎ福祉会,○,○,○,,8,○,2007/05/01,そらまめ作業所,
2715801060,永寿の里彩羽,06-6700-0500,06-6700-1171,547-0014,大阪市平野区長吉川辺三丁目２０番１４号　,社会福祉法人　永寿福祉会,,○,○,,40,,2009/04/01,,
2715800898,永寿の里若葉,06-6706-1700,06-6706-1777,547-0014,大阪市平野区長吉川辺三丁目２０番１４号　,社会福祉法人　永寿福祉会,,○,○,,40,,2007/10/01,,
2715803215,生活介護あい川辺,06-6707-8882,06-6707-8887,547-0014,大阪市平野区長吉川辺二丁目８番１４号　 ,株式会社ルチル,○,○,○,○,40,,2018/04/01,,
2715803215,生活介護あい川辺ｐｌｕｓ,06-6707-8882,06-6707-8887,547-0014,大阪市平野区長吉川辺二丁目８番１４号　,株式会社ルチル,○,○,○,○,20,,2018/04/01,生活介護あい川辺,
2715804932,生活介護あい川辺ｓｉｅｎｓ,06-6707-8886,06-6707-8882,547-0014,大阪市平野区長吉川辺一丁目１番１０号　 ,株式会社ルチル,○,○,○,○,20,,2023/07/01,,
2715801177,あおぞら学園,06-6700-0565,06-6700-4700,547-0014,大阪市平野区長吉川辺二丁目３番５３号　,特定非営利活動法人　あおぞら学園,,○,,,14,,2010/04/01,,
2715803967,生活介護かしの樹,06-6760-6112,06-6760-6113,547-0014,大阪市平野区長吉川辺三丁目１５番８号　 ,株式会社くるみの樹,○,○,○,,13,○,2021/01/01,,
2715803389,デイサービスセンターゆりのはな,06-6769-0505,06-4302-3668,547-0015,大阪市平野区長吉長原西四丁目６番３号　 ,有限会社ＳＫ,○,○,○,○,10,,2018/11/01,,○
2715801722,生活介護支援事業白ゆり,06-6701-5021,06-6701-5021,547-0015,大阪市平野区長吉長原西一丁目３番１９号　,特定非営利活動法人　白ゆり,○,○,○,○,20,,2012/04/01,,
2715804692,デイサービスくらしさ平野,06-6704-0382,06-6704-0383,547-0016,大阪市平野区長吉長原一丁目１２番２０号　 ,株式会社元気な介護,○,○,○,○,37,,2023/01/01,,○
2715805194,生活介護あい長原ｒａｃｔｉｖｅ,06-6707-8889,06-6707-8887,547-0016,大阪市平野区長吉長原四丁目１３番２７号　 ,株式会社ルチル,○,○,○,○,20,,2024/06/01,,
2715801557,ジョイネット長吉第２,06-6760-6250,06-6760-6240,547-0016,大阪市平野区長吉長原二丁目１１番６号　 ,特定非営利活動法人　翔夢,○,○,○,,20,,2011/10/01,,
2715801037,ジョイネット,06-6155-9901,06-6155-9902,547-0016,大阪市平野区長吉長原二丁目１１番８号　,特定非営利活動法人　翔夢,○,○,○,○,40,,2008/10/01,,
2715801052,福祉の家　ジョワ,06-7509-5606,06-7501-8619,547-0022,大阪市平野区瓜破東八丁目７番１６号　 ,特定非営利活動法人　わかたけ会,○,○,○,○,20,○,2019/05/01,,
2715800716,大和川園,06-6708-4573,06-6708-4482,547-0023,大阪市平野区瓜破南二丁目４番１２４号　,社会福祉法人　今川学園,,○,,,60,○,2007/02/01,,
2715800773,インカーブ,06-6707-0165,06-6707-0175,547-0023,大阪市平野区瓜破南一丁目１番１８号　 ,社会福祉法人　素王会,,○,,,20,,2007/04/01,,
2715801706,フレンドシップ,06-6799-6360,06-6799-6361,547-0024,大阪市平野区瓜破二丁目３番３２号　,特定非営利活動法人えんの会,○,○,○,,10,,2012/04/01,,
2715803355,ビハーラ２１あかんのんデイサービス,06-6706-1500,06-6706-3006,547-0025,大阪市平野区瓜破西二丁目１５番３２号　ＮＰＯ法人ビハーラ２１あかんのん１階,特定非営利活動法人　ビハーラ２１,○,○,○,○,20,,2018/10/01,,○
2715803132,かりん,06-4302-3838,06-4302-3839,547-0025,大阪市平野区瓜破西一丁目８番４５号　２Ｆ・３Ｆ,特定非営利活動法人Ｕ・Ｐ,○,○,○,○,20,,2017/12/01,,
2715801078,大阪市更生療育センター,06-6797-6681,06-6702-4492,547-0026,大阪市平野区喜連西六丁目２番５５号　,社会福祉法人　大阪市障害者福祉・スポーツ協会,○,○,○,,24,○,2021/04/01,,
2715802639,オレンジハウス,06-6760-5632,06-6760-5633,547-0027,大阪市平野区喜連二丁目５番４９号　キューブ平野ビル２階、６階,株式会社　クリエイトオフィス,○,○,○,○,10,○,2023/02/01,,
2715803280,デイサービスにこにこ庵,06-6707-6000,06-6707-6000,547-0031,大阪市平野区平野南二丁目１番７号　 ,有限会社　クローバーホーム,○,○,○,○,10,,2018/08/01,,○
2715800906,生活介護　藍（本館）,06-6777-1567,06-6777-1570,547-0033,大阪市平野区平野西一丁目７番１０号　１Ｆ,社会福祉法人　藍,○,○,,,20,,2007/10/01,,
2715802720,生活介護　藍（南館）,06-6777-1567,06-6777-1570,547-0033,大阪市平野区平野西一丁目１０番１４号　 ,社会福祉法人　藍,○,○,,,20,,2016/05/01,,
2715804791,生活介護・ポラリス,06-7890-7011,06-7890-7013,547-0033,大阪市平野区平野西四丁目１０番１２－１０３号　 ,株式会社　ＷＩＬＬ　ＣＡＲＥ,○,○,○,○,20,,2023/04/01,,
2715804791,生活介護・ポラリス,06-7890-7011,06-7890-7013,547-0033,大阪市平野区平野西五丁目７番２号　Ｆｅｒｉｏ　１階,株式会社　ＷＩＬＬ　ＣＡＲＥ,○,○,○,○,20,,2023/04/01,生活介護・ポラリス,
2715803454,ソレイユ,06-6718-4031,06-7171-6025,547-0033,大阪市平野区平野西六丁目４番９－１０１号　 ,一般社団法人ゆいまーる,○,○,,○,20,,2019/02/01,,
2715801086,ひこうき雲,06-6793-4355,06-6793-4363,547-0035,大阪市平野区西脇四丁目１番３４号　,特定非営利活動法人　Ｊ－ｐａｌ,○,○,○,○,6,○,2009/04/01,生活支援センターぽっぷｕｐ,
2715801086,生活支援センターぽっぷｕｐ,06-6793-4355,06-6793-4363,547-0046,大阪市平野区平野宮町一丁目４番１５号　 ,特定非営利活動法人　Ｊ－ｐａｌ,○,○,○,○,26,○,2009/04/01,,
2715801086,ｐｏｔ　ｌｕｃｋ,06-6793-4355,06-6793-4363,547-0046,大阪市平野区平野宮町一丁目５番５－１７４号　,特定非営利活動法人　Ｊ－ｐａｌ,○,○,○,○,6,○,2009/04/01,生活支援センターぽっぷｕｐ,
2715801342,ワークセンターいまがわ,06-6794-5678,06-6794-5554,547-0048,大阪市平野区平野馬場一丁目１１番１１号　,社会福祉法人　今川学園,○,○,○,○,24,○,2011/04/01,,
2713303721,デイサービスひいらぎ,06-4397-6669,06-4397-6679,557-0001,大阪市西成区山王二丁目５番１４号　 ,有限会社　リーシェ,○,,,○,17,○,2018/05/01,,○
2713304190,デイサービスセンターそらいろ,06-6634-5560,06-6634-5560,557-0002,大阪市西成区太子一丁目１２番９号　１Ｆ,株式会社オアシス,○,○,○,○,30,,2019/08/01,,○
2713301857,障害者支援施設いまみや,06-6632-6403,06-6632-6404,557-0003,大阪市西成区天下茶屋北一丁目３番１９号　 ,社会福祉法人　大阪自彊館,○,○,○,○,40,,2012/04/01,,
2713304943,生活介護事業所　カナトレ,06-7777-1387,06-7777-1387,557-0004,大阪市西成区萩之茶屋三丁目８番８号　２Ｆ,カナフルグループホールディングス株式会社,○,○,○,○,20,,2021/09/01,,
2713306484,みどり生活介護,080-4988-1703, ,557-0012,大阪市西成区聖天下一丁目４番８号　 ,株式会社ケアラボ,○,○,○,○,20,,2024/06/01,,
2713304836,生活介護アイビー,06-7162-3044,06-7176-0415,557-0013,大阪市西成区天神ノ森二丁目６番１９号　,合同会社Ｍ＆Ｍ,○,○,○,○,10,,2021/07/01,生活介護アイビー,
2713305890,ワーカウト西成花園南,06-4866-5736, ,557-0015,大阪市西成区花園南一丁目５番３号１Ｆ　 ,株式会社時代,○,○,○,,20,,2023/06/01,,
2713303705,デイサービスすみれ苑,06-6643-8558,06-6643-8523,557-0016,大阪市西成区花園北一丁目１０番１７号　 ,株式会社アミィ,○,○,○,○,24,,2018/05/01,,○
2713304117,デイサービスセンターお湯～とぴあ,06-6633-7180,06-6633-7180,557-0016,大阪市西成区花園北二丁目４番５号　シャンブル西成１　１０１号室,株式会社ゆーとぴあ,○,○,○,○,30,,2019/06/01,,○
2713300677,西成障害者会館,06-6562-5800,06-6562-6677,557-0025,大阪市西成区長橋三丁目２番２７号　,社会福祉法人ヒューマンライツ福祉協会,○,○,○,○,40,,2007/04/01,,
2713304836,生活介護アイビー,06-7162-3044,06-7176-0415,557-0025,大阪市西成区長橋二丁目６番４－４０１・５０１号　 ,合同会社Ｍ＆Ｍ,○,○,○,○,40,,2021/07/01,,
2713304620,生活介護事業所らぶりーハウス,06-6616-7466,06-6616-7467,557-0033,大阪市西成区梅南三丁目６番９号　 ,有限会社　ＬＯＶＥＬＹ,○,○,○,○,20,,2021/03/01,,
2713300818,デーセンター夢飛行,06-6659-6612,06-6659-6612,557-0042,大阪市西成区岸里東一丁目５番３号　 ,社会福祉法人　ゆうのゆう,○,,,,31,,2008/01/01,,
2713303317,はっぴーはーと,06-4703-3918,06-4703-3919,557-0042,大阪市西成区岸里東二丁目１０番１９号　 ,株式会社ＨＡＰＰＹ,○,○,○,○,20,,2017/04/01,,
2713301485,サポートセンターあるす,06-4398-0073,06-4398-0072,557-0043,大阪市西成区玉出東二丁目２番２９号　 ,有限会社守成堂,○,○,○,○,6,○,2011/08/01,,
2713305270,ここあ,06-4398-3065,06-4398-9520,557-0043,大阪市西成区玉出東一丁目１４番１２号　 ,合同会社ジェイスリー,○,○,○,○,20,,2022/04/01,,
2713305288,ワーカウトＮ’ｓ岸里玉出,06-7850-6771,06-7850-6771,557-0043,大阪市西成区玉出東二丁目３番３２号　岸里玉出駅前ビル２階,株式会社リヴェルテ,○,○,○,,20,,2022/04/01,,
2713306344,りらいず＋,06-6654-6586,06-6654-6587,557-0045,大阪市西成区玉出西二丁目１４－１８　 ,合同会社ジェイスリー,○,○,○,○,20,,2024/04/01,,
2713302210,ナンクルナイサァー　くくる,06-4398-7971,06-4398-7972,557-0051,大阪市西成区橘一丁目３番５号　 ,有限会社ナンクルナイサァーケアネット,○,○,○,,20,,2013/04/01,,
2713305585,ハルデイサービス千本,06-6653-7515,06-6653-7515,557-0053,大阪市西成区千本北二丁目１番３号　 ,株式会社　ケアジャパン,○,○,○,○,18,,2022/12/01,,○
2713302780,せせらぎ,06-6652-7237,06-6652-7237,557-0053,大阪市西成区千本北二丁目１番３号　 ,株式会社　未来,○,○,○,○,20,,2015/06/01,,
2713305106,はっぴーがーでん,06-4703-3918,06-4703-3919,557-0053,大阪市西成区千本北二丁目１７番１号　 ,株式会社ＨＡＰＰＹ,○,○,○,○,10,○,2022/01/01,,
2713304349,ひだまりの家,06-6656-1151,06-6656-1152,557-0055,大阪市西成区千本南一丁目３番１４号　朝日プラザ岸里第１　１０４号,一般社団法人ひだまりの家,○,○,○,○,6,○,2020/02/01,,
2713305304,生活介護ぜろ,06-6654-9200,06-6654-9205,557-0055,大阪市西成区千本南一丁目１番１６号　 ,株式会社　ニュービレッジ,○,○,○,○,6,○,2023/05/01,,
2713305353,ＣＬＡＮ津守,06-6561-8551,06-6561-8552,557-0061,大阪市西成区北津守四丁目８番１０号　 ,株式会社ＣＬＡＮ,○,○,○,○,20,,2022/06/01,,
2713303010,生活介護ジヨン,06-4398-3838,06-4398-3838,557-0062,大阪市西成区津守三丁目５番２７号　 ,株式会社ジヨン,,○,○,,10,○,2016/04/01,,
2713301469,第一博愛,06-6656-7001,06-6656-7006,557-0063,大阪市西成区南津守一丁目４番７号　,社会福祉法人　枚方療育園,,○,,,100,,2010/11/01,,
2713301477,第二博愛,06-6656-7001,06-6656-7006,557-0063,大阪市西成区南津守一丁目４番７号　,社会福祉法人　枚方療育園,,○,,,60,,2010/11/01,,
2713302699,ナンクルナイサァ－ひので,06-6661-0713,06-7655-5545,557-0063,大阪市西成区南津守三丁目３番２２号　 ,有限会社ナンクルナイサァーケアネット,○,○,○,○,20,,2015/03/01,,
2715801094,さらら,06-6710-4582,06-7896-8246,581-0052,八尾市竹渕五丁目２８番９号　,ＮＰＯ法人　ピアエール,○,○,○,○,15,,2009/04/01,ＮＰО法人ピアエール加美作業所,
